method,split,task,regime,mean_success_rate,ci95_success_rate,mean_contact_precision,ci95_contact_precision,mean_budget_violation_rate,ci95_budget_violation_rate,mean_fall_rate,ci95_fall_rate,mean_balance_margin,ci95_balance_margin,mean_recovery_success,ci95_recovery_success,mean_energy_contact_cost,ci95_energy_contact_cost,mean_calibration_error,ci95_calibration_error,groups,episodes_per_group
fixed_contact_quota,combined_stress,push_cart_with_footstep,narrow_support_polygon,0.530612,0.034854,0.429196,0.001408,0.365649,0.001056,0.176277,0.001082,0.421653,0.001413,0.378300,0.005141,0.196302,0.000725,0.121703,0.002565,7,84
fixed_contact_quota,combined_stress,push_cart_with_footstep,nominal_contacts,0.595238,0.036717,0.442882,0.004804,0.337102,0.003603,0.164195,0.001437,0.435009,0.001418,0.385328,0.005159,0.187646,0.001943,0.115748,0.002455,7,84
fixed_contact_quota,combined_stress,push_cart_with_footstep,one_hand_occupied,0.518707,0.045216,0.435355,0.001344,0.360118,0.003596,0.175699,0.000916,0.427022,0.001393,0.380536,0.004732,0.194958,0.002469,0.122264,0.002451,7,84
fixed_contact_quota,combined_stress,push_cart_with_footstep,slippery_foot_contact,0.520408,0.051352,0.436612,0.001395,0.355806,0.002844,0.172806,0.001607,0.423629,0.001372,0.385588,0.001367,0.194461,0.001953,0.119151,0.002372,7,84
fixed_contact_quota,combined_stress,push_cart_with_footstep,unexpected_push,0.493197,0.024343,0.424068,0.004812,0.365778,0.000989,0.179453,0.002391,0.425361,0.001449,0.377946,0.004738,0.193728,0.000679,0.120524,0.000682,7,84
fixed_contact_quota,heldout_disturbance,bimanual_shelf_reach,compound_contact_scarcity,0.471088,0.046904,0.423277,0.004718,0.364952,0.001095,0.182714,0.003057,0.436540,0.001605,0.377709,0.004901,0.191953,0.000752,0.122904,0.000754,7,84
fixed_contact_quota,heldout_disturbance,bimanual_shelf_reach,contact_dropout,0.479592,0.043119,0.433292,0.004804,0.355068,0.003603,0.178514,0.002059,0.444498,0.001371,0.386157,0.001386,0.189750,0.001943,0.118722,0.002644,7,84
fixed_contact_quota,heldout_disturbance,bimanual_shelf_reach,narrow_support_polygon,0.474490,0.017213,0.432385,0.001421,0.345158,0.001066,0.169503,0.001004,0.441049,0.001413,0.388947,0.001412,0.189214,0.000732,0.119046,0.000734,7,84
fixed_contact_quota,heldout_disturbance,bimanual_shelf_reach,nominal_contacts,0.595238,0.021602,0.447333,0.001344,0.322703,0.001008,0.155958,0.000756,0.451166,0.001354,0.392759,0.001359,0.185884,0.000692,0.112676,0.000695,7,84
fixed_contact_quota,heldout_disturbance,bimanual_shelf_reach,one_hand_occupied,0.522109,0.035434,0.433832,0.001357,0.339523,0.001018,0.166278,0.001635,0.441838,0.001438,0.384357,0.001464,0.187799,0.000699,0.114963,0.000701,7,84
fixed_contact_quota,heldout_disturbance,bimanual_shelf_reach,slippery_foot_contact,0.500000,0.053403,0.437906,0.001408,0.335608,0.001056,0.164246,0.001392,0.448078,0.005191,0.387595,0.001424,0.187574,0.000725,0.116695,0.000727,7,84
fixed_contact_quota,heldout_disturbance,bimanual_shelf_reach,unexpected_push,0.517007,0.048800,0.435852,0.001331,0.355163,0.000999,0.174557,0.001234,0.441822,0.001348,0.383345,0.001354,0.193421,0.000686,0.120036,0.000688,7,84
fixed_contact_quota,heldout_disturbance,box_lift_rebalance,compound_contact_scarcity,0.414966,0.047062,0.429306,0.001434,0.370001,0.003551,0.186343,0.001075,0.449123,0.001465,0.374786,0.001477,0.195260,0.002439,0.119675,0.000687,7,84
fixed_contact_quota,heldout_disturbance,box_lift_rebalance,contact_dropout,0.448980,0.029123,0.432533,0.001306,0.360171,0.000979,0.178140,0.000627,0.445919,0.004793,0.378993,0.004783,0.194236,0.000673,0.120103,0.000675,7,84
fixed_contact_quota,heldout_disturbance,box_lift_rebalance,narrow_support_polygon,0.500000,0.036717,0.431804,0.001395,0.345249,0.001047,0.168689,0.001055,0.454104,0.004746,0.381990,0.001409,0.189116,0.000719,0.118150,0.000721,7,84
fixed_contact_quota,heldout_disturbance,box_lift_rebalance,nominal_contacts,0.557823,0.058595,0.444966,0.004812,0.318024,0.000989,0.157738,0.002785,0.462305,0.001453,0.395281,0.001496,0.182511,0.000679,0.110810,0.002391,7,84
fixed_contact_quota,heldout_disturbance,box_lift_rebalance,one_hand_occupied,0.488095,0.023882,0.441291,0.001331,0.343929,0.002861,0.170049,0.001031,0.451270,0.001326,0.385142,0.001325,0.190664,0.001965,0.118155,0.000657,7,84
fixed_contact_quota,heldout_disturbance,box_lift_rebalance,slippery_foot_contact,0.518707,0.055976,0.438933,0.001383,0.336905,0.001037,0.164478,0.001336,0.460402,0.001404,0.384465,0.003809,0.188304,0.000712,0.116621,0.000714,7,84
fixed_contact_quota,heldout_disturbance,box_lift_rebalance,unexpected_push,0.472789,0.041899,0.430519,0.001306,0.351690,0.000979,0.172809,0.001028,0.454746,0.001326,0.387704,0.001333,0.190876,0.000673,0.116706,0.000675,7,84
fixed_contact_quota,heldout_disturbance,door_open_step_through,compound_contact_scarcity,0.459184,0.012323,0.423034,0.001485,0.367884,0.001114,0.181876,0.000786,0.429496,0.004703,0.380002,0.004705,0.194063,0.000765,0.120450,0.002335,7,84
fixed_contact_quota,heldout_disturbance,door_open_step_through,contact_dropout,0.520408,0.035901,0.434845,0.001357,0.357632,0.003590,0.177284,0.001134,0.436982,0.004767,0.376551,0.001366,0.192750,0.002465,0.119446,0.002634,7,84
fixed_contact_quota,heldout_disturbance,door_open_step_through,narrow_support_polygon,0.503401,0.035538,0.431995,0.003774,0.342834,0.001085,0.170701,0.002531,0.438329,0.001565,0.381814,0.003712,0.187715,0.000745,0.118721,0.000747,7,84
fixed_contact_quota,heldout_disturbance,door_open_step_through,nominal_contacts,0.596939,0.026667,0.446648,0.001370,0.321873,0.001027,0.155471,0.001308,0.450522,0.001346,0.392301,0.005206,0.185411,0.000705,0.113371,0.000708,7,84
fixed_contact_quota,heldout_disturbance,door_open_step_through,one_hand_occupied,0.530612,0.033720,0.435483,0.001383,0.340445,0.001037,0.165766,0.001474,0.443532,0.001352,0.386236,0.005224,0.188529,0.000712,0.116853,0.000714,7,84
fixed_contact_quota,heldout_disturbance,door_open_step_through,slippery_foot_contact,0.583333,0.046667,0.439753,0.005147,0.331532,0.001075,0.165143,0.002219,0.438464,0.003765,0.391866,0.001539,0.184872,0.000738,0.115173,0.000741,7,84
fixed_contact_quota,heldout_disturbance,door_open_step_through,unexpected_push,0.537415,0.034694,0.432831,0.001357,0.352581,0.001018,0.172340,0.001061,0.438929,0.001363,0.385236,0.004805,0.191745,0.000699,0.119534,0.000701,7,84
fixed_contact_quota,heldout_disturbance,fallen_object_pickup,compound_contact_scarcity,0.404762,0.058055,0.423984,0.001460,0.369651,0.001095,0.183937,0.001740,0.453291,0.001446,0.376790,0.001443,0.194955,0.000752,0.121413,0.002545,7,84
fixed_contact_quota,heldout_disturbance,fallen_object_pickup,contact_dropout,0.421769,0.025386,0.425299,0.001331,0.354956,0.000999,0.177157,0.002369,0.454964,0.004795,0.378993,0.004621,0.190591,0.000686,0.117377,0.000688,7,84
fixed_contact_quota,heldout_disturbance,fallen_object_pickup,narrow_support_polygon,0.465986,0.032773,0.437114,0.001421,0.349442,0.001066,0.172466,0.000785,0.457161,0.001441,0.382790,0.004744,0.191931,0.000732,0.116129,0.002356,7,84
fixed_contact_quota,heldout_disturbance,fallen_object_pickup,nominal_contacts,0.528912,0.057574,0.450958,0.001344,0.324444,0.002858,0.159591,0.001641,0.466140,0.001350,0.396888,0.001354,0.185712,0.002425,0.113740,0.001949,7,84
fixed_contact_quota,heldout_disturbance,fallen_object_pickup,one_hand_occupied,0.506803,0.035224,0.437641,0.001357,0.343117,0.001018,0.167755,0.001307,0.457104,0.001344,0.388810,0.001342,0.190042,0.000699,0.117292,0.000701,7,84
fixed_contact_quota,heldout_disturbance,fallen_object_pickup,slippery_foot_contact,0.503401,0.035901,0.442451,0.001408,0.339754,0.001056,0.166822,0.001358,0.457165,0.001392,0.392713,0.001389,0.190196,0.000725,0.114827,0.002565,7,84
fixed_contact_quota,heldout_disturbance,fallen_object_pickup,unexpected_push,0.437075,0.034048,0.437006,0.003815,0.351621,0.003921,0.178082,0.000778,0.456618,0.001352,0.387297,0.001360,0.189620,0.002450,0.118636,0.002649,7,84
fixed_contact_quota,heldout_disturbance,push_cart_with_footstep,compound_contact_scarcity,0.477891,0.035434,0.422507,0.003756,0.365563,0.001123,0.182123,0.002827,0.421532,0.004532,0.378692,0.005045,0.192534,0.000771,0.121690,0.002529,7,84
fixed_contact_quota,heldout_disturbance,push_cart_with_footstep,contact_dropout,0.522109,0.020638,0.431658,0.005198,0.353316,0.002851,0.177623,0.002078,0.424067,0.001444,0.384009,0.001469,0.189851,0.001957,0.117037,0.000676,7,84
fixed_contact_quota,heldout_disturbance,push_cart_with_footstep,narrow_support_polygon,0.518707,0.050111,0.440046,0.001460,0.346946,0.003539,0.172307,0.001216,0.427441,0.001493,0.384420,0.005120,0.190603,0.002430,0.116349,0.000700,7,84
fixed_contact_quota,heldout_disturbance,push_cart_with_footstep,nominal_contacts,0.605442,0.031972,0.451274,0.001383,0.323416,0.002847,0.157647,0.000870,0.433894,0.001404,0.393731,0.001412,0.186535,0.001955,0.111532,0.002590,7,84
fixed_contact_quota,heldout_disturbance,push_cart_with_footstep,one_hand_occupied,0.517007,0.035590,0.441061,0.001395,0.344418,0.001047,0.169107,0.000301,0.427797,0.001436,0.388543,0.001449,0.190178,0.001889,0.115529,0.002571,7,84
fixed_contact_quota,heldout_disturbance,push_cart_with_footstep,slippery_foot_contact,0.573129,0.022443,0.442279,0.001447,0.338360,0.001085,0.164774,0.001242,0.435870,0.004740,0.389075,0.001421,0.189625,0.000745,0.112369,0.000747,7,84
fixed_contact_quota,heldout_disturbance,push_cart_with_footstep,unexpected_push,0.518707,0.044054,0.436505,0.001370,0.353410,0.002851,0.174647,0.001372,0.428202,0.005225,0.381133,0.001370,0.192379,0.001957,0.118351,0.002603,7,84
fixed_contact_quota,heldout_layout,bimanual_shelf_reach,compound_contact_scarcity,0.459184,0.039063,0.425908,0.003792,0.356384,0.001047,0.179439,0.002713,0.445931,0.001497,0.380427,0.004561,0.189810,0.000719,0.118648,0.000721,7,84
fixed_contact_quota,heldout_layout,bimanual_shelf_reach,contact_dropout,0.505102,0.028739,0.436720,0.001267,0.350527,0.000951,0.173858,0.000644,0.447894,0.001291,0.385188,0.001299,0.191515,0.000653,0.116071,0.000655,7,84
fixed_contact_quota,heldout_layout,bimanual_shelf_reach,narrow_support_polygon,0.537415,0.036515,0.440242,0.005208,0.333648,0.002854,0.169142,0.001809,0.446373,0.003795,0.387555,0.001450,0.185052,0.001960,0.111638,0.000670,7,84
fixed_contact_quota,heldout_layout,bimanual_shelf_reach,nominal_contacts,0.625850,0.058910,0.451974,0.005269,0.308781,0.002876,0.154607,0.002433,0.455610,0.004795,0.397362,0.005125,0.180065,0.001975,0.111626,0.000630,7,84
fixed_contact_quota,heldout_layout,bimanual_shelf_reach,one_hand_occupied,0.566327,0.037367,0.442974,0.001293,0.334122,0.000970,0.163974,0.000956,0.455404,0.001311,0.393523,0.001317,0.187831,0.000666,0.112869,0.000668,7,84
fixed_contact_quota,heldout_layout,bimanual_shelf_reach,slippery_foot_contact,0.537415,0.046508,0.443095,0.001344,0.327243,0.001008,0.161081,0.000682,0.450875,0.001391,0.392865,0.001407,0.185571,0.000692,0.112577,0.000695,7,84
fixed_contact_quota,heldout_layout,bimanual_shelf_reach,unexpected_push,0.532313,0.054297,0.434865,0.001267,0.342166,0.000951,0.168533,0.001414,0.445446,0.001279,0.382624,0.001285,0.188237,0.000653,0.112756,0.000655,7,84
fixed_contact_quota,heldout_layout,box_lift_rebalance,compound_contact_scarcity,0.431973,0.043119,0.426316,0.001370,0.358739,0.001027,0.179359,0.001011,0.450797,0.001392,0.385845,0.003798,0.191326,0.000705,0.119354,0.000708,7,84
fixed_contact_quota,heldout_layout,box_lift_rebalance,contact_dropout,0.469388,0.031329,0.439487,0.001242,0.347791,0.003975,0.175973,0.001138,0.452722,0.001236,0.381388,0.001235,0.189535,0.002729,0.116732,0.000578,7,84
fixed_contact_quota,heldout_layout,box_lift_rebalance,narrow_support_polygon,0.525510,0.041500,0.438614,0.001331,0.337907,0.000999,0.166656,0.001390,0.453896,0.001320,0.388806,0.001319,0.187874,0.000686,0.114787,0.000688,7,84
fixed_contact_quota,heldout_layout,box_lift_rebalance,nominal_contacts,0.615646,0.039016,0.450847,0.005290,0.308269,0.000941,0.153164,0.002298,0.468156,0.003804,0.399046,0.001413,0.179612,0.000646,0.111518,0.000649,7,84
fixed_contact_quota,heldout_layout,box_lift_rebalance,one_hand_occupied,0.532313,0.042514,0.442525,0.001267,0.334120,0.000951,0.164618,0.001516,0.457090,0.001244,0.386602,0.001239,0.187728,0.000653,0.111965,0.000655,7,84
fixed_contact_quota,heldout_layout,box_lift_rebalance,slippery_foot_contact,0.525510,0.051027,0.445362,0.005238,0.324132,0.002865,0.163493,0.002731,0.462048,0.001441,0.395405,0.001481,0.182189,0.000640,0.111838,0.002624,7,84
fixed_contact_quota,heldout_layout,box_lift_rebalance,unexpected_push,0.506803,0.034854,0.437633,0.001242,0.344576,0.000931,0.170738,0.001129,0.450270,0.001243,0.387966,0.005292,0.189790,0.000640,0.113499,0.000642,7,84
fixed_contact_quota,heldout_layout,door_open_step_through,compound_contact_scarcity,0.464286,0.034907,0.432244,0.001421,0.360935,0.002837,0.181606,0.000905,0.438451,0.001445,0.377670,0.001454,0.192997,0.001948,0.116121,0.000702,7,84
fixed_contact_quota,heldout_layout,door_open_step_through,contact_dropout,0.477891,0.051532,0.437991,0.001293,0.349565,0.002872,0.175052,0.001664,0.435397,0.003853,0.382003,0.003860,0.190916,0.001972,0.117784,0.000637,7,84
fixed_contact_quota,heldout_layout,door_open_step_through,narrow_support_polygon,0.534014,0.059691,0.437283,0.004769,0.332944,0.001037,0.167667,0.002743,0.445788,0.001546,0.387174,0.004605,0.184629,0.000712,0.113528,0.000714,7,84
fixed_contact_quota,heldout_layout,door_open_step_through,nominal_contacts,0.591837,0.036968,0.446434,0.001306,0.309571,0.000979,0.151529,0.002077,0.454811,0.001349,0.401365,0.001365,0.180669,0.000673,0.106531,0.000675,7,84
fixed_contact_quota,heldout_layout,door_open_step_through,one_hand_occupied,0.561224,0.027622,0.444343,0.004812,0.329803,0.003609,0.165612,0.001825,0.445271,0.001405,0.392694,0.001433,0.184927,0.002478,0.113434,0.002634,7,84
fixed_contact_quota,heldout_layout,door_open_step_through,slippery_foot_contact,0.552721,0.033720,0.442374,0.001370,0.326502,0.001027,0.160273,0.001250,0.450208,0.001360,0.390105,0.004813,0.185123,0.000705,0.113298,0.000708,7,84
fixed_contact_quota,heldout_layout,door_open_step_through,unexpected_push,0.511905,0.039110,0.436136,0.001293,0.342919,0.000970,0.169676,0.001342,0.444387,0.003818,0.390877,0.003814,0.188815,0.000666,0.114497,0.000668,7,84
fixed_contact_quota,heldout_layout,fallen_object_pickup,compound_contact_scarcity,0.440476,0.044096,0.428067,0.001395,0.360185,0.001047,0.180145,0.001267,0.452733,0.005154,0.380991,0.001403,0.192278,0.000719,0.121198,0.000721,7,84
fixed_contact_quota,heldout_layout,fallen_object_pickup,contact_dropout,0.465986,0.035798,0.439326,0.001267,0.347804,0.003960,0.175996,0.001162,0.461931,0.001266,0.388394,0.001267,0.189502,0.002719,0.117597,0.000591,7,84
fixed_contact_quota,heldout_layout,fallen_object_pickup,narrow_support_polygon,0.489796,0.038586,0.434989,0.001357,0.335321,0.001018,0.166696,0.002256,0.459640,0.001424,0.392346,0.001447,0.186057,0.000699,0.113878,0.000701,7,84
fixed_contact_quota,heldout_layout,fallen_object_pickup,nominal_contacts,0.544218,0.035901,0.445617,0.001280,0.309626,0.000960,0.153515,0.002884,0.465419,0.001415,0.391814,0.001458,0.180503,0.000659,0.108727,0.002617,7,84
fixed_contact_quota,heldout_layout,fallen_object_pickup,one_hand_occupied,0.508503,0.019532,0.445948,0.001293,0.333390,0.003622,0.166874,0.000613,0.462911,0.005256,0.392473,0.004812,0.187185,0.002487,0.114610,0.000615,7,84
fixed_contact_quota,heldout_layout,fallen_object_pickup,slippery_foot_contact,0.496599,0.028674,0.446805,0.001344,0.330493,0.001008,0.164200,0.000921,0.465967,0.001352,0.394824,0.003803,0.187660,0.000692,0.114750,0.000695,7,84
fixed_contact_quota,heldout_layout,fallen_object_pickup,unexpected_push,0.467687,0.036616,0.437471,0.001267,0.344588,0.000951,0.171618,0.001524,0.459436,0.001233,0.385768,0.001224,0.189757,0.000653,0.114364,0.000655,7,84
fixed_contact_quota,heldout_layout,push_cart_with_footstep,compound_contact_scarcity,0.523810,0.042601,0.424645,0.001434,0.356818,0.001075,0.177233,0.001924,0.425931,0.001478,0.383310,0.005153,0.190210,0.000738,0.120686,0.000741,7,84
fixed_contact_quota,heldout_layout,push_cart_with_footstep,contact_dropout,0.527211,0.042208,0.436880,0.001306,0.350314,0.000979,0.173341,0.001193,0.426946,0.001314,0.382524,0.001317,0.191471,0.000673,0.117668,0.000675,7,84
fixed_contact_quota,heldout_layout,push_cart_with_footstep,narrow_support_polygon,0.561224,0.042426,0.438263,0.001395,0.336976,0.001047,0.165458,0.001405,0.430304,0.001385,0.392105,0.001384,0.187438,0.000719,0.115652,0.001888,7,84
fixed_contact_quota,heldout_layout,push_cart_with_footstep,nominal_contacts,0.595238,0.032603,0.446275,0.001319,0.309319,0.000989,0.152475,0.001940,0.444891,0.004787,0.395805,0.005139,0.180536,0.000679,0.106874,0.000682,7,84
fixed_contact_quota,heldout_layout,push_cart_with_footstep,one_hand_occupied,0.573129,0.040552,0.442850,0.005228,0.328550,0.002861,0.165621,0.002159,0.440924,0.001392,0.392720,0.004723,0.184107,0.001965,0.111950,0.002420,7,84
fixed_contact_quota,heldout_layout,push_cart_with_footstep,slippery_foot_contact,0.588435,0.040046,0.446976,0.001383,0.329820,0.001037,0.161912,0.001377,0.433579,0.001371,0.393833,0.001369,0.187442,0.000712,0.111505,0.002576,7,84
fixed_contact_quota,heldout_layout,push_cart_with_footstep,unexpected_push,0.544218,0.069947,0.435026,0.001306,0.341953,0.000979,0.168262,0.002160,0.433633,0.005256,0.386805,0.005256,0.188193,0.000673,0.114352,0.000675,7,84
fixed_contact_quota,heldout_object,bimanual_shelf_reach,compound_contact_scarcity,0.535714,0.027889,0.430683,0.004761,0.346267,0.001047,0.176200,0.002619,0.447986,0.001523,0.386383,0.004973,0.186520,0.000719,0.115105,0.000721,7,84
fixed_contact_quota,heldout_object,bimanual_shelf_reach,contact_dropout,0.508503,0.027285,0.439208,0.001267,0.340411,0.000951,0.170087,0.001226,0.449976,0.001250,0.386605,0.001246,0.188225,0.000653,0.112529,0.000655,7,84
fixed_contact_quota,heldout_object,bimanual_shelf_reach,narrow_support_polygon,0.544218,0.042817,0.447304,0.003806,0.326962,0.003906,0.166655,0.001125,0.452964,0.005192,0.388889,0.001381,0.182973,0.002441,0.110438,0.002427,7,84
fixed_contact_quota,heldout_object,bimanual_shelf_reach,nominal_contacts,0.637755,0.050369,0.459036,0.003834,0.302095,0.003952,0.151998,0.001505,0.464494,0.004868,0.405565,0.001258,0.177987,0.002468,0.108139,0.000597,7,84
fixed_contact_quota,heldout_object,bimanual_shelf_reach,one_hand_occupied,0.561224,0.031151,0.445462,0.001293,0.324006,0.000970,0.160407,0.001127,0.457476,0.001289,0.394926,0.001289,0.184541,0.000666,0.109326,0.000668,7,84
fixed_contact_quota,heldout_object,bimanual_shelf_reach,slippery_foot_contact,0.598639,0.044887,0.445583,0.001344,0.317126,0.001008,0.155922,0.001117,0.453026,0.001362,0.394372,0.001369,0.182281,0.000692,0.109035,0.000695,7,84
fixed_contact_quota,heldout_object,bimanual_shelf_reach,unexpected_push,0.549320,0.033166,0.437354,0.001267,0.332050,0.000951,0.164436,0.000894,0.447544,0.001283,0.390923,0.005261,0.184947,0.000653,0.111501,0.002409,7,84
fixed_contact_quota,heldout_object,box_lift_rebalance,compound_contact_scarcity,0.491497,0.025820,0.428854,0.001370,0.348501,0.001027,0.174233,0.000640,0.453000,0.001389,0.389685,0.001396,0.188000,0.000705,0.115775,0.000708,7,84
fixed_contact_quota,heldout_object,box_lift_rebalance,contact_dropout,0.501701,0.047062,0.442025,0.001242,0.340984,0.002887,0.171723,0.001249,0.454882,0.001254,0.385172,0.003846,0.188565,0.001982,0.113208,0.000611,7,84
fixed_contact_quota,heldout_object,box_lift_rebalance,narrow_support_polygon,0.518707,0.036311,0.441152,0.001331,0.327669,0.000999,0.163121,0.001168,0.456020,0.001332,0.390256,0.001333,0.184549,0.000686,0.111208,0.000688,7,84
fixed_contact_quota,heldout_object,box_lift_rebalance,nominal_contacts,0.581633,0.035434,0.455671,0.005290,0.299747,0.002883,0.152681,0.001958,0.472414,0.001311,0.400298,0.001331,0.177465,0.001980,0.107967,0.000617,7,84
fixed_contact_quota,heldout_object,box_lift_rebalance,one_hand_occupied,0.508503,0.042817,0.445063,0.001267,0.323882,0.000951,0.161492,0.001467,0.459193,0.001250,0.390313,0.003823,0.184402,0.000653,0.108387,0.000655,7,84
fixed_contact_quota,heldout_object,box_lift_rebalance,slippery_foot_contact,0.562925,0.046587,0.450187,0.004812,0.315609,0.003609,0.161296,0.001104,0.464105,0.001356,0.396769,0.001369,0.181185,0.002478,0.110574,0.002410,7,84
fixed_contact_quota,heldout_object,box_lift_rebalance,unexpected_push,0.542517,0.036311,0.440171,0.001242,0.334338,0.000931,0.166184,0.000615,0.457019,0.004843,0.396343,0.001290,0.186465,0.000640,0.109920,0.000642,7,84
fixed_contact_quota,heldout_object,door_open_step_through,compound_contact_scarcity,0.500000,0.019052,0.434702,0.001421,0.352606,0.001066,0.177175,0.000945,0.440533,0.001418,0.383674,0.004742,0.190905,0.000732,0.114915,0.002356,7,84
fixed_contact_quota,heldout_object,door_open_step_through,contact_dropout,0.510204,0.053748,0.440449,0.001293,0.341236,0.000970,0.170703,0.001685,0.444336,0.005281,0.390289,0.005287,0.188824,0.000666,0.114291,0.000668,7,84
fixed_contact_quota,heldout_object,door_open_step_through,narrow_support_polygon,0.525510,0.051532,0.444315,0.005188,0.324615,0.002847,0.165441,0.002367,0.447760,0.001496,0.393035,0.005102,0.182537,0.001955,0.110035,0.000683,7,84
fixed_contact_quota,heldout_object,door_open_step_through,nominal_contacts,0.625850,0.044638,0.451179,0.003825,0.299527,0.000979,0.149315,0.002593,0.456782,0.001437,0.402651,0.001479,0.177399,0.000673,0.104154,0.001904,7,84
fixed_contact_quota,heldout_object,door_open_step_through,one_hand_occupied,0.561224,0.035066,0.449088,0.003820,0.321474,0.003929,0.163182,0.000825,0.447253,0.001343,0.393994,0.001352,0.182835,0.002698,0.112228,0.001911,7,84
fixed_contact_quota,heldout_object,door_open_step_through,slippery_foot_contact,0.595238,0.048035,0.444833,0.001370,0.316458,0.001027,0.155568,0.000980,0.452304,0.001403,0.398414,0.004714,0.181854,0.000705,0.109778,0.000708,7,84
fixed_contact_quota,heldout_object,door_open_step_through,unexpected_push,0.551020,0.044887,0.438595,0.001293,0.332875,0.000970,0.165052,0.001235,0.448765,0.001302,0.394607,0.001306,0.185546,0.000666,0.110976,0.000668,7,84
fixed_contact_quota,heldout_object,fallen_object_pickup,compound_contact_scarcity,0.457483,0.041321,0.430624,0.001395,0.349899,0.001047,0.176036,0.000833,0.459480,0.004751,0.382498,0.001435,0.188939,0.000719,0.117605,0.000721,7,84
fixed_contact_quota,heldout_object,fallen_object_pickup,contact_dropout,0.513605,0.018659,0.441883,0.001267,0.340948,0.002879,0.171375,0.000997,0.464131,0.001262,0.389934,0.001261,0.188519,0.001977,0.114059,0.000624,7,84
fixed_contact_quota,heldout_object,fallen_object_pickup,narrow_support_polygon,0.539116,0.034801,0.439833,0.003806,0.325035,0.001018,0.162955,0.002042,0.461796,0.001480,0.393830,0.001519,0.182718,0.000699,0.110285,0.000701,7,84
fixed_contact_quota,heldout_object,fallen_object_pickup,nominal_contacts,0.578231,0.038730,0.452748,0.004838,0.299340,0.000960,0.151285,0.003386,0.467500,0.001453,0.397773,0.004722,0.177164,0.000659,0.107421,0.002404,7,84
fixed_contact_quota,heldout_object,fallen_object_pickup,one_hand_occupied,0.545918,0.033166,0.448505,0.001293,0.326534,0.000970,0.162499,0.001044,0.469672,0.003845,0.398571,0.001301,0.186202,0.000666,0.111072,0.000668,7,84
fixed_contact_quota,heldout_object,fallen_object_pickup,slippery_foot_contact,0.517007,0.044347,0.449362,0.001344,0.320207,0.001008,0.160009,0.001060,0.468146,0.001365,0.398623,0.001373,0.184321,0.000692,0.111158,0.000695,7,84
fixed_contact_quota,heldout_object,fallen_object_pickup,unexpected_push,0.505102,0.048534,0.440028,0.001267,0.334302,0.000951,0.167019,0.001446,0.461635,0.001263,0.387307,0.001264,0.186418,0.000653,0.110771,0.000655,7,84
fixed_contact_quota,heldout_object,push_cart_with_footstep,compound_contact_scarcity,0.540816,0.050111,0.429371,0.003778,0.346823,0.001075,0.175430,0.002696,0.427860,0.001592,0.389125,0.003736,0.186955,0.000738,0.117180,0.000741,7,84
fixed_contact_quota,heldout_object,push_cart_with_footstep,contact_dropout,0.564626,0.039063,0.439319,0.001306,0.340318,0.000979,0.168762,0.001347,0.433588,0.004829,0.386232,0.003814,0.188215,0.000673,0.114161,0.000675,7,84
fixed_contact_quota,heldout_object,push_cart_with_footstep,narrow_support_polygon,0.602041,0.036667,0.440702,0.001395,0.326980,0.001047,0.160797,0.001219,0.436950,0.004741,0.393531,0.001393,0.184183,0.000719,0.113289,0.000721,7,84
fixed_contact_quota,heldout_object,push_cart_with_footstep,nominal_contacts,0.607143,0.045542,0.453288,0.004812,0.299323,0.000989,0.149651,0.003244,0.451445,0.001483,0.403972,0.003826,0.177281,0.000679,0.104512,0.001902,7,84
fixed_contact_quota,heldout_object,push_cart_with_footstep,one_hand_occupied,0.602041,0.051640,0.447575,0.004804,0.320269,0.003603,0.162501,0.001370,0.442919,0.001344,0.398620,0.001350,0.182029,0.002474,0.110758,0.002629,7,84
fixed_contact_quota,heldout_object,push_cart_with_footstep,slippery_foot_contact,0.579932,0.040000,0.449414,0.001383,0.319824,0.001037,0.158434,0.000963,0.440166,0.004764,0.395183,0.001410,0.184186,0.000712,0.110285,0.002369,7,84
fixed_contact_quota,heldout_object,push_cart_with_footstep,unexpected_push,0.528912,0.052139,0.437465,0.001306,0.331957,0.000979,0.164947,0.001341,0.442499,0.001320,0.395005,0.003866,0.184937,0.000673,0.110846,0.000675,7,84
greedy_contact_planner,clean_deployment,bimanual_shelf_reach,compound_contact_scarcity,0.465986,0.037218,0.387258,0.001460,0.447954,0.003539,0.228325,0.001081,0.389157,0.004738,0.347731,0.001479,0.175521,0.002606,0.140051,0.000700,7,84
greedy_contact_planner,clean_deployment,bimanual_shelf_reach,contact_dropout,0.482993,0.053852,0.390413,0.001331,0.436393,0.000999,0.220382,0.001180,0.392729,0.001362,0.347276,0.001373,0.175570,0.000686,0.140415,0.000688,7,84
greedy_contact_planner,clean_deployment,bimanual_shelf_reach,narrow_support_polygon,0.520408,0.026805,0.394079,0.005157,0.417944,0.002837,0.214370,0.002262,0.400564,0.004608,0.349871,0.001568,0.169147,0.001948,0.136030,0.000702,7,84
greedy_contact_planner,clean_deployment,bimanual_shelf_reach,nominal_contacts,0.596939,0.043928,0.399880,0.001344,0.389940,0.001008,0.198094,0.002995,0.406244,0.005125,0.353860,0.001518,0.164563,0.000692,0.129571,0.000695,7,84
