method,stress_level,seed,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_budget_violation_rate,ci95_budget_violation_rate,mean_fall_rate,ci95_fall_rate,mean_balance_margin,ci95_balance_margin,mean_recovery_success,ci95_recovery_success,mean_energy_contact_cost,ci95_energy_contact_cost,mean_reserve_starvation_rate,ci95_reserve_starvation_rate,mean_contact_overuse_rate,ci95_contact_overuse_rate,mean_calibration_error,ci95_calibration_error,mean_conservatism_rate,ci95_conservatism_rate,mean_predicted_breach_risk,ci95_predicted_breach_risk,mean_realized_breach_risk,ci95_realized_breach_risk,n
dual_price_contact_budget_controller_v5,0.150000,7,0.814605,0.002158,1.044022,0.002788,0.030236,0.000597,0.026778,0.000586,0.727314,0.000500,0.716182,0.000520,0.175988,0.000245,0.005893,0.000819,0.007713,0.000541,0.020436,0.000220,0.070721,0.000232,0.053645,0.000545,0.026610,0.000513,384
dual_price_contact_budget_controller_v5,0.150000,8,0.814777,0.002144,1.044098,0.002751,0.030011,0.000579,0.026851,0.000595,0.727353,0.000467,0.715314,0.000538,0.176069,0.000245,0.005774,0.000809,0.007789,0.000543,0.020500,0.000211,0.070783,0.000237,0.053639,0.000553,0.026556,0.000520,384
dual_price_contact_budget_controller_v5,0.150000,9,0.814891,0.002108,1.044466,0.002733,0.030081,0.000607,0.026651,0.000583,0.727625,0.000477,0.715404,0.000512,0.175944,0.000240,0.005743,0.000812,0.007648,0.000523,0.020545,0.000207,0.070896,0.000230,0.053388,0.000542,0.026478,0.000505,384
dual_price_contact_budget_controller_v5,0.300000,0,0.803778,0.002266,1.012122,0.003210,0.035937,0.000651,0.034927,0.000743,0.719575,0.000508,0.707750,0.000546,0.179686,0.000248,0.014665,0.001250,0.014816,0.000642,0.024253,0.000231,0.074582,0.000250,0.063690,0.000737,0.035287,0.000685,384
dual_price_contact_budget_controller_v5,0.300000,1,0.803606,0.002207,1.011833,0.003186,0.035835,0.000702,0.035075,0.000777,0.719924,0.000472,0.707607,0.000555,0.179478,0.000256,0.014886,0.001273,0.015020,0.000647,0.024409,0.000240,0.074818,0.000231,0.063779,0.000748,0.035410,0.000705,384
dual_price_contact_budget_controller_v5,0.300000,2,0.804064,0.002165,1.012138,0.003147,0.036159,0.000715,0.035173,0.000760,0.719926,0.000527,0.707650,0.000592,0.179620,0.000265,0.014759,0.001262,0.014643,0.000646,0.024182,0.000228,0.074687,0.000245,0.063830,0.000747,0.035456,0.000708,384
dual_price_contact_budget_controller_v5,0.300000,3,0.804351,0.002198,1.012544,0.003162,0.036015,0.000689,0.035078,0.000762,0.719795,0.000506,0.707340,0.000567,0.179325,0.000246,0.014646,0.001276,0.014931,0.000650,0.024277,0.000232,0.074668,0.000238,0.063674,0.000739,0.035390,0.000698,384
dual_price_contact_budget_controller_v5,0.300000,4,0.804638,0.002186,1.012821,0.003181,0.036146,0.000719,0.035112,0.000767,0.719764,0.000506,0.707592,0.000528,0.179267,0.000250,0.014646,0.001261,0.014734,0.000641,0.024311,0.000231,0.074486,0.000247,0.063833,0.000741,0.035430,0.000699,384
dual_price_contact_budget_controller_v5,0.300000,5,0.804236,0.002154,1.012621,0.003145,0.035778,0.000690,0.035131,0.000781,0.719925,0.000490,0.707769,0.000549,0.179391,0.000250,0.015026,0.001256,0.014400,0.000678,0.024336,0.000225,0.074619,0.000240,0.063645,0.000760,0.035360,0.000712,384
dual_price_contact_budget_controller_v5,0.300000,6,0.804064,0.002175,1.011979,0.003153,0.036017,0.000707,0.035088,0.000774,0.719464,0.000490,0.707168,0.000533,0.179460,0.000253,0.014871,0.001252,0.014802,0.000682,0.024491,0.000225,0.074851,0.000234,0.063801,0.000737,0.035459,0.000704,384
dual_price_contact_budget_controller_v5,0.300000,7,0.803721,0.002205,1.011911,0.003171,0.036161,0.000695,0.034970,0.000751,0.719650,0.000517,0.708076,0.000552,0.179468,0.000253,0.014986,0.001288,0.014827,0.000651,0.024211,0.000231,0.074575,0.000242,0.063835,0.000737,0.035448,0.000700,384
dual_price_contact_budget_controller_v5,0.300000,8,0.803892,0.002191,1.011968,0.003137,0.035935,0.000677,0.035047,0.000759,0.719688,0.000482,0.707202,0.000569,0.179547,0.000254,0.014925,0.001274,0.014878,0.000658,0.024275,0.000224,0.074636,0.000251,0.063840,0.000744,0.035405,0.000706,384
dual_price_contact_budget_controller_v5,0.300000,9,0.804007,0.002158,1.012310,0.003115,0.036005,0.000705,0.034849,0.000748,0.719961,0.000490,0.707288,0.000543,0.179424,0.000248,0.014933,0.001269,0.014775,0.000629,0.024321,0.000219,0.074750,0.000243,0.063604,0.000733,0.035341,0.000689,384
dual_price_contact_budget_controller_v5,0.450000,0,0.792601,0.002327,0.978609,0.003561,0.041861,0.000755,0.043253,0.000907,0.711900,0.000532,0.699377,0.000588,0.183174,0.000257,0.026220,0.001557,0.022141,0.000726,0.028057,0.000247,0.078443,0.000264,0.074508,0.000903,0.044752,0.000843,384
dual_price_contact_budget_controller_v5,0.450000,1,0.792429,0.002267,0.978354,0.003541,0.041759,0.000809,0.043397,0.000942,0.712249,0.000493,0.699242,0.000602,0.182966,0.000266,0.026361,0.001589,0.022345,0.000730,0.028211,0.000254,0.078679,0.000244,0.074577,0.000915,0.044855,0.000865,384
dual_price_contact_budget_controller_v5,0.450000,2,0.792888,0.002229,0.978610,0.003506,0.042083,0.000822,0.043501,0.000924,0.712250,0.000551,0.699273,0.000639,0.183108,0.000275,0.026349,0.001561,0.021968,0.000727,0.027986,0.000241,0.078548,0.000259,0.074656,0.000910,0.044930,0.000864,384
dual_price_contact_budget_controller_v5,0.450000,3,0.793174,0.002260,0.979052,0.003520,0.041940,0.000795,0.043401,0.000927,0.712120,0.000529,0.698972,0.000611,0.182813,0.000254,0.026154,0.001584,0.022256,0.000733,0.028081,0.000246,0.078529,0.000253,0.074481,0.000904,0.044844,0.000857,384
dual_price_contact_budget_controller_v5,0.450000,4,0.793461,0.002250,0.979320,0.003540,0.042070,0.000825,0.043436,0.000931,0.712088,0.000529,0.699221,0.000570,0.182754,0.000259,0.026175,0.001567,0.022059,0.000722,0.028115,0.000245,0.078347,0.000261,0.074644,0.000905,0.044889,0.000856,384
dual_price_contact_budget_controller_v5,0.450000,5,0.793060,0.002218,0.979140,0.003507,0.041702,0.000794,0.043453,0.000946,0.712250,0.000512,0.699404,0.000589,0.182879,0.000257,0.026508,0.001574,0.021725,0.000762,0.028139,0.000238,0.078480,0.000255,0.074445,0.000926,0.044807,0.000872,384
dual_price_contact_budget_controller_v5,0.450000,6,0.792888,0.002235,0.978490,0.003513,0.041941,0.000812,0.043411,0.000939,0.711788,0.000517,0.698801,0.000576,0.182948,0.000261,0.026371,0.001565,0.022128,0.000767,0.028294,0.000239,0.078712,0.000247,0.074605,0.000902,0.044910,0.000863,384
dual_price_contact_budget_controller_v5,0.450000,7,0.792544,0.002266,0.978414,0.003525,0.042085,0.000801,0.043295,0.000915,0.711975,0.000540,0.699707,0.000596,0.182955,0.000262,0.026505,0.001596,0.022152,0.000735,0.028014,0.000244,0.078436,0.000255,0.074644,0.000901,0.044904,0.000858,384
dual_price_contact_budget_controller_v5,0.450000,8,0.792716,0.002252,0.978484,0.003501,0.041859,0.000784,0.043369,0.000924,0.712013,0.000503,0.698836,0.000613,0.183035,0.000263,0.026412,0.001588,0.022203,0.000743,0.028078,0.000239,0.078497,0.000266,0.074642,0.000912,0.044853,0.000867,384
dual_price_contact_budget_controller_v5,0.450000,9,0.792830,0.002222,0.978837,0.003479,0.041929,0.000811,0.043170,0.000913,0.712286,0.000509,0.698925,0.000588,0.182911,0.000257,0.026396,0.001587,0.022100,0.000712,0.028123,0.000233,0.078611,0.000257,0.074399,0.000900,0.044784,0.000850,384
dual_price_contact_budget_controller_v5,0.600000,0,0.781132,0.002402,0.944621,0.003932,0.047785,0.000865,0.051606,0.001072,0.704222,0.000560,0.690958,0.000635,0.186661,0.000267,0.038188,0.001822,0.029466,0.000817,0.031866,0.000265,0.082312,0.000279,0.085429,0.001058,0.054320,0.000991,384
dual_price_contact_budget_controller_v5,0.600000,1,0.780960,0.002342,0.944374,0.003914,0.047683,0.000920,0.051749,0.001106,0.704571,0.000519,0.690826,0.000651,0.186453,0.000277,0.038312,0.001855,0.029670,0.000820,0.032020,0.000269,0.082548,0.000260,0.085493,0.001070,0.054419,0.001013,384
dual_price_contact_budget_controller_v5,0.600000,2,0.781418,0.002308,0.944621,0.003886,0.048007,0.000934,0.051854,0.001087,0.704572,0.000578,0.690854,0.000690,0.186596,0.000286,0.038322,0.001825,0.029293,0.000816,0.031795,0.000256,0.082417,0.000275,0.085578,0.001065,0.054498,0.001012,384
dual_price_contact_budget_controller_v5,0.600000,3,0.781705,0.002337,0.945041,0.003892,0.047864,0.000907,0.051757,0.001091,0.704441,0.000555,0.690548,0.000659,0.186300,0.000263,0.038176,0.001837,0.029582,0.000822,0.031890,0.000262,0.082398,0.000269,0.085414,0.001056,0.054425,0.001002,384
dual_price_contact_budget_controller_v5,0.600000,4,0.781992,0.002330,0.945327,0.003918,0.047994,0.000937,0.051789,0.001095,0.704410,0.000557,0.690801,0.000618,0.186242,0.000269,0.038154,0.001827,0.029385,0.000811,0.031924,0.000261,0.082216,0.000276,0.085568,0.001059,0.054459,0.001003,384
dual_price_contact_budget_controller_v5,0.600000,5,0.781590,0.002298,0.945153,0.003886,0.047626,0.000903,0.051805,0.001110,0.704572,0.000539,0.690985,0.000635,0.186367,0.000267,0.038473,0.001838,0.029050,0.000852,0.031948,0.000253,0.082349,0.000271,0.085365,0.001080,0.054374,0.001019,384
dual_price_contact_budget_controller_v5,0.600000,6,0.781418,0.002311,0.944505,0.003890,0.047865,0.000923,0.051763,0.001104,0.704111,0.000549,0.690383,0.000625,0.186436,0.000271,0.038334,0.001830,0.029453,0.000858,0.032103,0.000254,0.082580,0.000262,0.085525,0.001058,0.054477,0.001011,384
dual_price_contact_budget_controller_v5,0.600000,7,0.781074,0.002341,0.944423,0.003898,0.048009,0.000913,0.051648,0.001079,0.704297,0.000568,0.691288,0.000643,0.186443,0.000272,0.038479,0.001857,0.029477,0.000826,0.031823,0.000258,0.082304,0.000270,0.085566,0.001055,0.054473,0.001006,384
dual_price_contact_budget_controller_v5,0.600000,8,0.781246,0.002328,0.944490,0.003878,0.047783,0.000896,0.051722,0.001088,0.704335,0.000529,0.690416,0.000661,0.186522,0.000275,0.038395,0.001848,0.029528,0.000834,0.031887,0.000255,0.082366,0.000283,0.085566,0.001066,0.054424,0.001015,384
dual_price_contact_budget_controller_v5,0.600000,9,0.781361,0.002301,0.944855,0.003859,0.047853,0.000922,0.051522,0.001077,0.704608,0.000533,0.690508,0.000636,0.186399,0.000268,0.038350,0.001852,0.029425,0.000803,0.031932,0.000248,0.082479,0.000274,0.085316,0.001056,0.054348,0.000998,384
dual_price_contact_budget_controller_v5,0.750000,0,0.769370,0.002494,0.910273,0.004327,0.053709,0.000979,0.059971,0.001236,0.696543,0.000592,0.682524,0.000687,0.190149,0.000279,0.050303,0.002065,0.036791,0.000913,0.035677,0.000283,0.086188,0.000297,0.096387,0.001209,0.063925,0.001134,384
dual_price_contact_budget_controller_v5,0.750000,1,0.769198,0.002433,0.910025,0.004308,0.053607,0.001035,0.060114,0.001271,0.696892,0.000550,0.682391,0.000704,0.189941,0.000290,0.050427,0.002098,0.036995,0.000914,0.035831,0.000287,0.086424,0.000278,0.096452,0.001221,0.064024,0.001156,384
dual_price_contact_budget_controller_v5,0.750000,2,0.769656,0.002404,0.910272,0.004290,0.053931,0.001049,0.060219,0.001252,0.696893,0.000610,0.682419,0.000744,0.190083,0.000298,0.050437,0.002068,0.036619,0.000910,0.035605,0.000272,0.086293,0.000293,0.096537,0.001216,0.064104,0.001156,384
dual_price_contact_budget_controller_v5,0.750000,3,0.769943,0.002431,0.910692,0.004291,0.053788,0.001022,0.060122,0.001255,0.696762,0.000586,0.682113,0.000710,0.189788,0.000273,0.050291,0.002079,0.036907,0.000917,0.035701,0.000280,0.086274,0.000287,0.096373,0.001208,0.064030,0.001146,384
dual_price_contact_budget_controller_v5,0.750000,4,0.770230,0.002426,0.910979,0.004318,0.053918,0.001051,0.060155,0.001260,0.696731,0.000588,0.682366,0.000668,0.189730,0.000281,0.050269,0.002069,0.036710,0.000905,0.035735,0.000278,0.086092,0.000293,0.096526,0.001210,0.064064,0.001147,384
dual_price_contact_budget_controller_v5,0.750000,5,0.769828,0.002394,0.910805,0.004287,0.053550,0.001017,0.060171,0.001275,0.696893,0.000570,0.682550,0.000684,0.189854,0.000277,0.050588,0.002082,0.036375,0.000947,0.035759,0.000270,0.086225,0.000289,0.096324,0.001231,0.063980,0.001163,384
dual_price_contact_budget_controller_v5,0.750000,6,0.769656,0.002403,0.910156,0.004288,0.053789,0.001038,0.060129,0.001268,0.696432,0.000584,0.681948,0.000676,0.189923,0.000282,0.050448,0.002072,0.036778,0.000954,0.035913,0.000271,0.086457,0.000278,0.096483,0.001209,0.064082,0.001155,384
dual_price_contact_budget_controller_v5,0.750000,7,0.769313,0.002434,0.910075,0.004294,0.053933,0.001028,0.060013,0.001244,0.696618,0.000599,0.682853,0.000695,0.189930,0.000284,0.050594,0.002098,0.036802,0.000922,0.035634,0.000274,0.086181,0.000287,0.096525,0.001206,0.064078,0.001149,384
dual_price_contact_budget_controller_v5,0.750000,8,0.769485,0.002421,0.910141,0.004279,0.053707,0.001011,0.060088,0.001253,0.696656,0.000559,0.681981,0.000713,0.190010,0.000287,0.050510,0.002091,0.036853,0.000929,0.035698,0.000273,0.086242,0.000301,0.096524,0.001218,0.064030,0.001159,384
dual_price_contact_budget_controller_v5,0.750000,9,0.769599,0.002397,0.910507,0.004260,0.053777,0.001037,0.059887,0.001242,0.696929,0.000562,0.682073,0.000688,0.189887,0.000280,0.050464,0.002094,0.036750,0.000898,0.035743,0.000265,0.086356,0.000292,0.096275,0.001207,0.063953,0.001142,384
dual_price_contact_budget_controller_v5,0.900000,0,0.757316,0.002603,0.875626,0.004750,0.059633,0.001096,0.068342,0.001402,0.688863,0.000627,0.674088,0.000742,0.193637,0.000292,0.062418,0.002312,0.044116,0.001012,0.039488,0.000303,0.090072,0.000315,0.107348,0.001362,0.073533,0.001280,384
dual_price_contact_budget_controller_v5,0.900000,1,0.757144,0.002543,0.875379,0.004732,0.059531,0.001153,0.068485,0.001436,0.689212,0.000584,0.673956,0.000760,0.193429,0.000303,0.062542,0.002345,0.044320,0.001013,0.039641,0.000305,0.090308,0.000296,0.107413,0.001373,0.073632,0.001301,384
dual_price_contact_budget_controller_v5,0.900000,2,0.757602,0.002517,0.875626,0.004720,0.059856,0.001167,0.068590,0.001418,0.689214,0.000644,0.673984,0.000802,0.193571,0.000311,0.062551,0.002314,0.043944,0.001008,0.039416,0.000290,0.090177,0.000312,0.107497,0.001369,0.073712,0.001301,384
dual_price_contact_budget_controller_v5,0.900000,3,0.757889,0.002542,0.876046,0.004717,0.059712,0.001139,0.068493,0.001421,0.689083,0.000621,0.673678,0.000765,0.193276,0.000285,0.062405,0.002325,0.044232,0.001015,0.039511,0.000298,0.090158,0.000306,0.107333,0.001360,0.073638,0.001291,384
dual_price_contact_budget_controller_v5,0.900000,4,0.758175,0.002540,0.876332,0.004745,0.059842,0.001169,0.068526,0.001425,0.689052,0.000624,0.673931,0.000723,0.193217,0.000293,0.062384,0.002315,0.044035,0.001002,0.039545,0.000296,0.089976,0.000312,0.107487,0.001363,0.073672,0.001292,384
dual_price_contact_budget_controller_v5,0.900000,5,0.757774,0.002508,0.876158,0.004715,0.059475,0.001133,0.068542,0.001440,0.689214,0.000604,0.674115,0.000738,0.193342,0.000289,0.062703,0.002329,0.043701,0.001045,0.039570,0.000288,0.090109,0.000309,0.107284,0.001383,0.073587,0.001308,384
dual_price_contact_budget_controller_v5,0.900000,6,0.757602,0.002513,0.875510,0.004716,0.059713,0.001155,0.068499,0.001434,0.688752,0.000622,0.673513,0.000732,0.193411,0.000295,0.062563,0.002319,0.044103,0.001053,0.039724,0.000290,0.090341,0.000296,0.107444,0.001362,0.073690,0.001300,384
dual_price_contact_budget_controller_v5,0.900000,7,0.757258,0.002544,0.875428,0.004719,0.059857,0.001146,0.068384,0.001410,0.688938,0.000634,0.674417,0.000750,0.193418,0.000297,0.062709,0.002344,0.044127,0.001021,0.039444,0.000292,0.090065,0.000305,0.107486,0.001358,0.073686,0.001294,384
dual_price_contact_budget_controller_v5,0.900000,8,0.757430,0.002531,0.875495,0.004708,0.059631,0.001129,0.068459,0.001419,0.688977,0.000593,0.673546,0.000769,0.193497,0.000301,0.062625,0.002338,0.044178,0.001028,0.039508,0.000292,0.090126,0.000321,0.107485,0.001371,0.073637,0.001304,384
dual_price_contact_budget_controller_v5,0.900000,9,0.757545,0.002511,0.875861,0.004688,0.059701,0.001154,0.068258,0.001408,0.689250,0.000595,0.673638,0.000743,0.193374,0.000293,0.062579,0.002340,0.044076,0.000996,0.039553,0.000283,0.090240,0.000311,0.107235,0.001360,0.073561,0.001287,384
oracle_contact_scheduler,0.000000,0,0.910177,0.002073,1.237094,0.002004,0.000000,0.000000,0.000000,0.000000,0.806056,0.000477,0.794444,0.000508,0.141105,0.000252,0.000000,0.000000,0.000000,0.000000,0.002829,0.000199,0.050067,0.000226,0.032401,0.000120,0.000396,0.000028,384
oracle_contact_scheduler,0.000000,1,0.910063,0.002024,1.236777,0.001946,0.000000,0.000000,0.000000,0.000000,0.805639,0.000492,0.794426,0.000521,0.141315,0.000231,0.000000,0.000000,0.000000,0.000000,0.002973,0.000211,0.050223,0.000224,0.032373,0.000124,0.000416,0.000030,384
oracle_contact_scheduler,0.000000,2,0.909891,0.002115,1.236679,0.002058,0.000000,0.000000,0.000000,0.000000,0.806028,0.000460,0.794335,0.000505,0.141172,0.000229,0.000000,0.000000,0.000000,0.000000,0.003097,0.000209,0.050334,0.000206,0.032420,0.000120,0.000434,0.000029,384
oracle_contact_scheduler,0.000000,3,0.910063,0.002151,1.236850,0.002089,0.000000,0.000000,0.000000,0.000000,0.805922,0.000456,0.794243,0.000514,0.141352,0.000243,0.000000,0.000000,0.000000,0.000000,0.002649,0.000192,0.050419,0.000217,0.032450,0.000118,0.000371,0.000027,384
oracle_contact_scheduler,0.000000,4,0.910350,0.002078,1.237166,0.002003,0.000000,0.000000,0.000000,0.000000,0.806228,0.000477,0.794009,0.000528,0.141207,0.000231,0.000000,0.000000,0.000000,0.000000,0.002861,0.000207,0.050210,0.000217,0.032385,0.000124,0.000401,0.000029,384
oracle_contact_scheduler,0.000000,5,0.910521,0.002113,1.237321,0.002052,0.000000,0.000000,0.000000,0.000000,0.806133,0.000457,0.793990,0.000518,0.141126,0.000245,0.000000,0.000000,0.000000,0.000000,0.002819,0.000196,0.050467,0.000215,0.032310,0.000119,0.000395,0.000027,384
oracle_contact_scheduler,0.000000,6,0.909834,0.002140,1.236645,0.002090,0.000000,0.000000,0.000000,0.000000,0.806072,0.000455,0.794373,0.000506,0.141379,0.000232,0.000000,0.000000,0.000000,0.000000,0.002886,0.000195,0.050191,0.000207,0.032381,0.000127,0.000404,0.000027,384
oracle_contact_scheduler,0.000000,7,0.910063,0.002117,1.236908,0.002060,0.000000,0.000000,0.000000,0.000000,0.806179,0.000459,0.794172,0.000512,0.141309,0.000240,0.000000,0.000000,0.000000,0.000000,0.002729,0.000202,0.050183,0.000212,0.032431,0.000123,0.000382,0.000028,384
oracle_contact_scheduler,0.000000,8,0.910177,0.002124,1.236952,0.002051,0.000000,0.000000,0.000000,0.000000,0.805741,0.000477,0.794391,0.000512,0.141233,0.000235,0.000000,0.000000,0.000000,0.000000,0.002824,0.000191,0.050346,0.000218,0.032351,0.000123,0.000395,0.000027,384
oracle_contact_scheduler,0.000000,9,0.909490,0.002159,1.236449,0.002107,0.000000,0.000000,0.000000,0.000000,0.806428,0.000469,0.794519,0.000510,0.141184,0.000237,0.000000,0.000000,0.000000,0.000000,0.002940,0.000209,0.050290,0.000219,0.032367,0.000123,0.000412,0.000029,384
oracle_contact_scheduler,0.150000,0,0.903617,0.002092,1.224862,0.002090,0.000158,0.000071,0.000608,0.000146,0.799232,0.000483,0.787807,0.000509,0.144299,0.000257,0.000167,0.000097,0.000000,0.000000,0.006351,0.000213,0.053808,0.000234,0.034863,0.000158,0.001235,0.000085,384
oracle_contact_scheduler,0.150000,1,0.903503,0.002044,1.224438,0.002035,0.000206,0.000078,0.000695,0.000158,0.798807,0.000499,0.787783,0.000519,0.144509,0.000235,0.000163,0.000099,0.000000,0.000000,0.006492,0.000226,0.053964,0.000235,0.034887,0.000168,0.001307,0.000095,384
oracle_contact_scheduler,0.150000,2,0.903331,0.002135,1.224391,0.002144,0.000156,0.000062,0.000668,0.000151,0.799200,0.000466,0.787692,0.000504,0.144366,0.000234,0.000179,0.000111,0.000000,0.000000,0.006624,0.000223,0.054075,0.000214,0.034911,0.000167,0.001300,0.000095,384
oracle_contact_scheduler,0.150000,3,0.903503,0.002170,1.224564,0.002187,0.000236,0.000090,0.000597,0.000147,0.799097,0.000459,0.787604,0.000512,0.144546,0.000248,0.000194,0.000124,0.000000,0.000000,0.006164,0.000208,0.054160,0.000226,0.034940,0.000161,0.001237,0.000094,384
oracle_contact_scheduler,0.150000,4,0.903790,0.002098,1.224932,0.002092,0.000206,0.000086,0.000567,0.000146,0.799406,0.000482,0.787373,0.000529,0.144402,0.000232,0.000173,0.000108,0.000000,0.000000,0.006388,0.000222,0.053951,0.000225,0.034849,0.000167,0.001241,0.000096,384
oracle_contact_scheduler,0.150000,5,0.903961,0.002132,1.225056,0.002142,0.000212,0.000080,0.000573,0.000141,0.799311,0.000462,0.787348,0.000519,0.144320,0.000252,0.000230,0.000129,0.000000,0.000000,0.006347,0.000209,0.054208,0.000224,0.034791,0.000163,0.001252,0.000095,384
oracle_contact_scheduler,0.150000,6,0.903274,0.002161,1.224418,0.002179,0.000171,0.000071,0.000580,0.000145,0.799251,0.000463,0.787735,0.000505,0.144573,0.000237,0.000192,0.000109,0.000000,0.000000,0.006406,0.000210,0.053932,0.000215,0.034841,0.000167,0.001241,0.000091,384
oracle_contact_scheduler,0.150000,7,0.903503,0.002135,1.224687,0.002142,0.000195,0.000080,0.000565,0.000145,0.799358,0.000468,0.787538,0.000512,0.144503,0.000244,0.000165,0.000106,0.000000,0.000000,0.006254,0.000216,0.053924,0.000218,0.034888,0.000158,0.001216,0.000089,384
oracle_contact_scheduler,0.150000,8,0.903617,0.002143,1.224692,0.002136,0.000228,0.000080,0.000570,0.000148,0.798919,0.000484,0.787754,0.000514,0.144428,0.000239,0.000190,0.000108,0.000000,0.000000,0.006352,0.000204,0.054087,0.000227,0.034828,0.000166,0.001248,0.000088,384
oracle_contact_scheduler,0.150000,9,0.902930,0.002179,1.224093,0.002201,0.000281,0.000100,0.000659,0.000160,0.799596,0.000476,0.787881,0.000509,0.144378,0.000242,0.000144,0.000095,0.000000,0.000000,0.006474,0.000224,0.054031,0.000226,0.034889,0.000171,0.001310,0.000103,384
oracle_contact_scheduler,0.300000,0,0.896937,0.002115,1.209716,0.002366,0.001443,0.000269,0.002794,0.000451,0.792236,0.000502,0.780890,0.000521,0.147496,0.000263,0.001943,0.000487,0.000043,0.000037,0.009963,0.000224,0.057552,0.000245,0.038744,0.000357,0.003492,0.000302,384
oracle_contact_scheduler,0.300000,1,0.896823,0.002069,1.209359,0.002322,0.001476,0.000281,0.002850,0.000470,0.791814,0.000517,0.780875,0.000525,0.147705,0.000241,0.001874,0.000474,0.000020,0.000018,0.010103,0.000236,0.057708,0.000247,0.038732,0.000370,0.003528,0.000317,384
oracle_contact_scheduler,0.300000,2,0.896651,0.002160,1.209400,0.002403,0.001303,0.000259,0.002875,0.000463,0.792206,0.000484,0.780795,0.000512,0.147563,0.000240,0.001758,0.000468,0.000050,0.000038,0.010232,0.000235,0.057819,0.000224,0.038709,0.000369,0.003476,0.000310,384
oracle_contact_scheduler,0.300000,3,0.896823,0.002194,1.209493,0.002461,0.001457,0.000286,0.002788,0.000449,0.792102,0.000472,0.780697,0.000521,0.147743,0.000254,0.001874,0.000494,0.000058,0.000038,0.009774,0.000219,0.057905,0.000237,0.038781,0.000363,0.003454,0.000314,384
oracle_contact_scheduler,0.300000,4,0.897110,0.002122,1.209917,0.002375,0.001437,0.000281,0.002725,0.000444,0.792414,0.000498,0.780476,0.000541,0.147598,0.000235,0.001781,0.000475,0.000027,0.000026,0.009998,0.000234,0.057695,0.000235,0.038660,0.000372,0.003428,0.000312,384
oracle_contact_scheduler,0.300000,5,0.897281,0.002156,1.209958,0.002419,0.001493,0.000277,0.002756,0.000446,0.792316,0.000477,0.780443,0.000531,0.147516,0.000259,0.001905,0.000502,0.000024,0.000023,0.009958,0.000219,0.057953,0.000235,0.038644,0.000358,0.003481,0.000309,384
oracle_contact_scheduler,0.300000,6,0.896594,0.002186,1.209385,0.002451,0.001363,0.000265,0.002721,0.000449,0.792262,0.000482,0.780824,0.000515,0.147770,0.000244,0.001946,0.000486,0.000051,0.000037,0.010016,0.000221,0.057676,0.000226,0.038666,0.000365,0.003442,0.000306,384
oracle_contact_scheduler,0.300000,7,0.896823,0.002157,1.209712,0.002406,0.001429,0.000270,0.002681,0.000445,0.792370,0.000490,0.780645,0.000522,0.147699,0.000250,0.001761,0.000465,0.000016,0.000018,0.009864,0.000226,0.057669,0.000228,0.038678,0.000357,0.003382,0.000301,384
oracle_contact_scheduler,0.300000,8,0.896937,0.002168,1.209678,0.002421,0.001516,0.000290,0.002692,0.000445,0.791929,0.000502,0.780863,0.000528,0.147624,0.000244,0.001762,0.000482,0.000042,0.000035,0.009962,0.000213,0.057831,0.000238,0.038637,0.000372,0.003434,0.000309,384
oracle_contact_scheduler,0.300000,9,0.896250,0.002204,1.209115,0.002483,0.001451,0.000295,0.002801,0.000463,0.792607,0.000493,0.780980,0.000522,0.147574,0.000248,0.001801,0.000467,0.000029,0.000027,0.010084,0.000236,0.057775,0.000235,0.038684,0.000370,0.003481,0.000317,384
oracle_contact_scheduler,0.450000,0,0.890138,0.002143,1.190826,0.002810,0.003924,0.000515,0.006533,0.000749,0.785068,0.000529,0.773518,0.000560,0.150724,0.000273,0.007025,0.001060,0.000883,0.000249,0.013635,0.000239,0.061300,0.000257,0.044514,0.000646,0.007638,0.000586,384
oracle_contact_scheduler,0.450000,1,0.890024,0.002100,1.190537,0.002784,0.003893,0.000526,0.006570,0.000767,0.784649,0.000544,0.773503,0.000559,0.150931,0.000250,0.006966,0.001045,0.000822,0.000228,0.013773,0.000251,0.061455,0.000262,0.044470,0.000656,0.007642,0.000599,384
oracle_contact_scheduler,0.450000,2,0.889851,0.002190,1.190672,0.002864,0.003696,0.000500,0.006518,0.000767,0.785049,0.000510,0.773431,0.000543,0.150789,0.000251,0.006821,0.001034,0.000844,0.000241,0.013902,0.000250,0.061567,0.000236,0.044400,0.000659,0.007542,0.000596,384
oracle_contact_scheduler,0.450000,3,0.890024,0.002223,1.190560,0.002907,0.003989,0.000524,0.006536,0.000749,0.784931,0.000494,0.773326,0.000553,0.150973,0.000264,0.006939,0.001060,0.000933,0.000255,0.013446,0.000235,0.061652,0.000249,0.044572,0.000651,0.007622,0.000597,384
oracle_contact_scheduler,0.450000,4,0.890310,0.002152,1.191082,0.002833,0.003897,0.000520,0.006416,0.000743,0.785251,0.000523,0.773103,0.000577,0.150823,0.000241,0.006904,0.001037,0.000798,0.000227,0.013669,0.000249,0.061442,0.000247,0.044404,0.000658,0.007548,0.000595,384
