method,stress_level,seed,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_budget_violation_rate,ci95_budget_violation_rate,mean_fall_rate,ci95_fall_rate,mean_balance_margin,ci95_balance_margin,mean_recovery_success,ci95_recovery_success,mean_energy_contact_cost,ci95_energy_contact_cost,mean_reserve_starvation_rate,ci95_reserve_starvation_rate,mean_contact_overuse_rate,ci95_contact_overuse_rate,mean_calibration_error,ci95_calibration_error,mean_conservatism_rate,ci95_conservatism_rate,mean_predicted_breach_risk,ci95_predicted_breach_risk,mean_realized_breach_risk,ci95_realized_breach_risk,n
proposed_contact_budget_controller_v4_1,0.750000,3,0.701295,0.002633,0.715106,0.004651,0.100367,0.001037,0.099149,0.001326,0.633714,0.000633,0.618543,0.000697,0.220235,0.000272,0.089875,0.002060,0.067571,0.000926,0.055354,0.000274,0.093647,0.000299,0.129341,0.001227,0.111398,0.001189,384
proposed_contact_budget_controller_v4_1,0.750000,4,0.701696,0.002598,0.715063,0.004637,0.100792,0.001052,0.099159,0.001322,0.633752,0.000590,0.618440,0.000668,0.220217,0.000275,0.090151,0.002073,0.067631,0.000934,0.055476,0.000280,0.093545,0.000289,0.129574,0.001247,0.111632,0.001203,384
proposed_contact_budget_controller_v4_1,0.750000,5,0.702078,0.002606,0.715994,0.004672,0.100406,0.001066,0.099012,0.001321,0.633695,0.000636,0.618603,0.000704,0.220213,0.000282,0.089908,0.002094,0.067599,0.000961,0.055253,0.000274,0.093645,0.000293,0.129230,0.001251,0.111350,0.001208,384
proposed_contact_budget_controller_v4_1,0.750000,6,0.701868,0.002589,0.715516,0.004666,0.100542,0.001066,0.099174,0.001317,0.633928,0.000617,0.618416,0.000718,0.220279,0.000269,0.090020,0.002104,0.067648,0.000941,0.055226,0.000288,0.093558,0.000292,0.129443,0.001250,0.111491,0.001206,384
proposed_contact_budget_controller_v4_1,0.750000,7,0.701734,0.002586,0.715453,0.004628,0.100427,0.001062,0.099248,0.001335,0.634015,0.000582,0.618335,0.000679,0.220275,0.000282,0.089873,0.002104,0.067556,0.000908,0.055300,0.000293,0.093655,0.000287,0.129414,0.001248,0.111450,0.001202,384
proposed_contact_budget_controller_v4_1,0.750000,8,0.701734,0.002606,0.715537,0.004712,0.100110,0.001100,0.099200,0.001343,0.634041,0.000599,0.618105,0.000680,0.220319,0.000286,0.090182,0.002086,0.067593,0.000939,0.055301,0.000281,0.093689,0.000280,0.129243,0.001290,0.111395,0.001232,384
proposed_contact_budget_controller_v4_1,0.750000,9,0.702441,0.002592,0.716258,0.004671,0.100506,0.001060,0.099117,0.001316,0.634501,0.000590,0.617975,0.000673,0.220212,0.000273,0.089913,0.002071,0.067561,0.000958,0.055291,0.000279,0.093600,0.000286,0.129373,0.001254,0.111430,0.001209,384
proposed_contact_budget_controller_v4_1,0.900000,0,0.685827,0.002835,0.674217,0.005256,0.107852,0.001215,0.109374,0.001521,0.626121,0.000633,0.609591,0.000746,0.223804,0.000300,0.102024,0.002320,0.075316,0.001043,0.059193,0.000302,0.097527,0.000306,0.141339,0.001427,0.122377,0.001372,384
proposed_contact_budget_controller_v4_1,0.900000,1,0.686305,0.002796,0.674686,0.005182,0.107831,0.001189,0.109425,0.001488,0.626381,0.000610,0.609640,0.000751,0.223869,0.000301,0.102398,0.002307,0.074931,0.000995,0.059129,0.000312,0.097460,0.000318,0.141256,0.001398,0.122419,0.001346,384
proposed_contact_budget_controller_v4_1,0.900000,2,0.685540,0.002813,0.673823,0.005255,0.107977,0.001213,0.109457,0.001509,0.625940,0.000643,0.609602,0.000749,0.223772,0.000286,0.102207,0.002342,0.074544,0.001034,0.059207,0.000294,0.097588,0.000337,0.141365,0.001423,0.122404,0.001375,384
proposed_contact_budget_controller_v4_1,0.900000,3,0.685216,0.002818,0.673729,0.005172,0.107842,0.001162,0.109384,0.001502,0.625824,0.000669,0.609978,0.000753,0.223723,0.000285,0.101990,0.002307,0.074896,0.001025,0.059189,0.000293,0.097636,0.000320,0.141209,0.001386,0.122319,0.001343,384
proposed_contact_budget_controller_v4_1,0.900000,4,0.685617,0.002782,0.673686,0.005160,0.108267,0.001176,0.109393,0.001497,0.625862,0.000627,0.609874,0.000723,0.223705,0.000287,0.102266,0.002319,0.074956,0.001033,0.059312,0.000298,0.097534,0.000309,0.141442,0.001406,0.122553,0.001357,384
proposed_contact_budget_controller_v4_1,0.900000,5,0.685999,0.002790,0.674616,0.005194,0.107881,0.001192,0.109246,0.001497,0.625805,0.000676,0.610038,0.000761,0.223701,0.000295,0.102022,0.002341,0.074924,0.001060,0.059089,0.000293,0.097634,0.000314,0.141098,0.001410,0.122271,0.001362,384
proposed_contact_budget_controller_v4_1,0.900000,6,0.685789,0.002777,0.674139,0.005189,0.108016,0.001191,0.109409,0.001493,0.626038,0.000655,0.609850,0.000773,0.223767,0.000281,0.102135,0.002351,0.074973,0.001040,0.059061,0.000307,0.097546,0.000312,0.141311,0.001409,0.122412,0.001360,384
proposed_contact_budget_controller_v4_1,0.900000,7,0.685655,0.002771,0.674076,0.005150,0.107902,0.001186,0.109483,0.001511,0.626125,0.000617,0.609770,0.000733,0.223762,0.000295,0.101988,0.002351,0.074881,0.001006,0.059136,0.000313,0.097644,0.000307,0.141282,0.001407,0.122371,0.001356,384
proposed_contact_budget_controller_v4_1,0.900000,8,0.685655,0.002795,0.674160,0.005237,0.107585,0.001226,0.109434,0.001519,0.626151,0.000635,0.609540,0.000735,0.223806,0.000298,0.102297,0.002332,0.074918,0.001037,0.059137,0.000300,0.097678,0.000300,0.141111,0.001449,0.122316,0.001385,384
proposed_contact_budget_controller_v4_1,0.900000,9,0.686362,0.002779,0.674880,0.005194,0.107980,0.001185,0.109352,0.001491,0.626611,0.000627,0.609409,0.000729,0.223700,0.000286,0.102027,0.002317,0.074886,0.001057,0.059127,0.000299,0.097589,0.000306,0.141241,0.001413,0.122351,0.001362,384
risk_aware_contact_planner,0.000000,0,0.709670,0.002088,0.690602,0.002776,0.111306,0.000551,0.090793,0.000515,0.585037,0.000442,0.544124,0.000504,0.233809,0.000238,0.087847,0.000969,0.073784,0.000527,0.059700,0.000214,0.081419,0.000226,0.117341,0.000521,0.112516,0.000506,384
risk_aware_contact_planner,0.000000,1,0.709861,0.002131,0.690342,0.002780,0.111483,0.000532,0.090972,0.000515,0.584582,0.000480,0.544210,0.000493,0.233903,0.000231,0.087942,0.000968,0.073813,0.000526,0.059779,0.000214,0.081524,0.000214,0.117366,0.000524,0.112686,0.000511,384
risk_aware_contact_planner,0.000000,2,0.709613,0.002111,0.689930,0.002830,0.111358,0.000559,0.091080,0.000523,0.584426,0.000480,0.544087,0.000511,0.233994,0.000225,0.087995,0.000953,0.074123,0.000515,0.059862,0.000215,0.081206,0.000213,0.117516,0.000534,0.112750,0.000516,384
risk_aware_contact_planner,0.000000,3,0.710033,0.002084,0.690654,0.002773,0.111243,0.000542,0.091103,0.000511,0.584942,0.000480,0.544151,0.000482,0.233829,0.000243,0.088081,0.000969,0.073631,0.000505,0.059863,0.000209,0.081296,0.000216,0.117295,0.000530,0.112680,0.000510,384
risk_aware_contact_planner,0.000000,4,0.709689,0.002103,0.690426,0.002802,0.111299,0.000532,0.090836,0.000517,0.584891,0.000482,0.544281,0.000492,0.233942,0.000241,0.087997,0.000958,0.074100,0.000522,0.059774,0.000207,0.081369,0.000218,0.117379,0.000542,0.112613,0.000515,384
risk_aware_contact_planner,0.000000,5,0.709728,0.002090,0.690099,0.002790,0.111310,0.000533,0.091220,0.000515,0.584561,0.000463,0.544600,0.000498,0.234120,0.000224,0.088163,0.000975,0.073628,0.000507,0.059852,0.000207,0.081441,0.000221,0.117430,0.000538,0.112768,0.000522,384
risk_aware_contact_planner,0.000000,6,0.710835,0.002132,0.691762,0.002813,0.110809,0.000531,0.091137,0.000524,0.584660,0.000458,0.544238,0.000500,0.233884,0.000231,0.087850,0.000984,0.073578,0.000522,0.059851,0.000212,0.081343,0.000216,0.117163,0.000533,0.112488,0.000513,384
risk_aware_contact_planner,0.000000,7,0.709154,0.002088,0.690061,0.002767,0.110800,0.000536,0.091093,0.000525,0.584551,0.000488,0.544099,0.000513,0.233771,0.000230,0.087816,0.000965,0.073889,0.000542,0.059835,0.000209,0.081196,0.000211,0.117330,0.000526,0.112494,0.000509,384
risk_aware_contact_planner,0.000000,8,0.709670,0.002050,0.690189,0.002743,0.111377,0.000542,0.091004,0.000502,0.584619,0.000453,0.544113,0.000489,0.233799,0.000244,0.087828,0.000977,0.074074,0.000510,0.059956,0.000207,0.081209,0.000212,0.117380,0.000529,0.112695,0.000514,384
risk_aware_contact_planner,0.000000,9,0.709402,0.002089,0.689988,0.002773,0.111106,0.000537,0.091101,0.000512,0.584650,0.000479,0.544187,0.000498,0.233854,0.000247,0.088098,0.000965,0.073862,0.000523,0.059866,0.000216,0.081427,0.000226,0.117314,0.000513,0.112665,0.000500,384
risk_aware_contact_planner,0.150000,0,0.690470,0.002191,0.641662,0.003154,0.120895,0.000655,0.104451,0.000693,0.576782,0.000454,0.535319,0.000529,0.237297,0.000243,0.099962,0.001161,0.081109,0.000589,0.063569,0.000224,0.085489,0.000237,0.130999,0.000667,0.125598,0.000652,384
risk_aware_contact_planner,0.150000,1,0.690661,0.002229,0.641402,0.003151,0.121071,0.000636,0.104630,0.000694,0.576327,0.000492,0.535405,0.000514,0.237391,0.000235,0.100057,0.001162,0.081138,0.000585,0.063648,0.000224,0.085594,0.000224,0.131023,0.000673,0.125769,0.000658,384
risk_aware_contact_planner,0.150000,2,0.690413,0.002216,0.640990,0.003210,0.120947,0.000662,0.104738,0.000700,0.576172,0.000497,0.535282,0.000534,0.237482,0.000229,0.100110,0.001146,0.081448,0.000576,0.063731,0.000224,0.085276,0.000223,0.131173,0.000679,0.125832,0.000661,384
risk_aware_contact_planner,0.150000,3,0.690833,0.002186,0.641714,0.003155,0.120831,0.000646,0.104760,0.000688,0.576687,0.000496,0.535345,0.000506,0.237316,0.000248,0.100196,0.001161,0.080956,0.000567,0.063733,0.000220,0.085366,0.000227,0.130952,0.000679,0.125762,0.000657,384
risk_aware_contact_planner,0.150000,4,0.690489,0.002207,0.641486,0.003186,0.120887,0.000636,0.104494,0.000695,0.576636,0.000496,0.535475,0.000521,0.237429,0.000247,0.100112,0.001154,0.081425,0.000583,0.063644,0.000216,0.085439,0.000227,0.131036,0.000692,0.125695,0.000663,384
risk_aware_contact_planner,0.150000,5,0.690527,0.002194,0.641159,0.003177,0.120898,0.000637,0.104878,0.000693,0.576307,0.000481,0.535795,0.000520,0.237607,0.000228,0.100278,0.001169,0.080953,0.000566,0.063721,0.000216,0.085510,0.000233,0.131087,0.000686,0.125851,0.000669,384
risk_aware_contact_planner,0.150000,6,0.691635,0.002234,0.642822,0.003193,0.120398,0.000635,0.104794,0.000703,0.576406,0.000469,0.535432,0.000529,0.237371,0.000236,0.099965,0.001174,0.080904,0.000584,0.063721,0.000220,0.085413,0.000227,0.130820,0.000682,0.125570,0.000662,384
risk_aware_contact_planner,0.150000,7,0.689954,0.002191,0.641122,0.003144,0.120388,0.000639,0.104750,0.000704,0.576297,0.000495,0.535294,0.000540,0.237259,0.000235,0.099931,0.001156,0.081214,0.000605,0.063704,0.000220,0.085266,0.000222,0.130988,0.000673,0.125576,0.000655,384
risk_aware_contact_planner,0.150000,8,0.690470,0.002154,0.641249,0.003123,0.120965,0.000647,0.104662,0.000679,0.576365,0.000461,0.535308,0.000513,0.237287,0.000248,0.099943,0.001173,0.081399,0.000571,0.063825,0.000215,0.085279,0.000223,0.131037,0.000676,0.125777,0.000660,384
risk_aware_contact_planner,0.150000,9,0.690202,0.002194,0.641048,0.003149,0.120695,0.000638,0.104759,0.000687,0.576395,0.000493,0.535381,0.000518,0.237341,0.000253,0.100212,0.001153,0.081187,0.000581,0.063735,0.000226,0.085497,0.000239,0.130971,0.000657,0.125747,0.000644,384
risk_aware_contact_planner,0.300000,0,0.670552,0.002337,0.591992,0.003617,0.130483,0.000772,0.118121,0.000877,0.568526,0.000474,0.526512,0.000563,0.240785,0.000249,0.112077,0.001376,0.088435,0.000663,0.067438,0.000236,0.089578,0.000251,0.144662,0.000824,0.138686,0.000807,384
risk_aware_contact_planner,0.300000,1,0.670742,0.002370,0.591732,0.003610,0.130660,0.000753,0.118300,0.000879,0.568071,0.000510,0.526598,0.000545,0.240879,0.000241,0.112172,0.001379,0.088463,0.000659,0.067517,0.000236,0.089682,0.000237,0.144686,0.000831,0.138856,0.000814,384
risk_aware_contact_planner,0.300000,2,0.670494,0.002363,0.591320,0.003674,0.130535,0.000778,0.118409,0.000885,0.567916,0.000521,0.526476,0.000567,0.240970,0.000235,0.112224,0.001362,0.088773,0.000651,0.067600,0.000235,0.089364,0.000237,0.144836,0.000835,0.138920,0.000815,384
risk_aware_contact_planner,0.300000,3,0.670914,0.002329,0.592044,0.003622,0.130420,0.000763,0.118431,0.000873,0.568432,0.000518,0.526539,0.000539,0.240804,0.000256,0.112310,0.001376,0.088281,0.000642,0.067602,0.000232,0.089455,0.000241,0.144615,0.000837,0.138850,0.000814,384
risk_aware_contact_planner,0.300000,4,0.670570,0.002353,0.591816,0.003654,0.130476,0.000753,0.118165,0.000881,0.568380,0.000517,0.526669,0.000560,0.240917,0.000254,0.112227,0.001371,0.088750,0.000658,0.067513,0.000227,0.089527,0.000239,0.144699,0.000851,0.138783,0.000820,384
risk_aware_contact_planner,0.300000,5,0.670609,0.002341,0.591489,0.003647,0.130487,0.000754,0.118548,0.000878,0.568051,0.000506,0.526989,0.000551,0.241095,0.000234,0.112392,0.001386,0.088278,0.000640,0.067590,0.000227,0.089599,0.000249,0.144750,0.000844,0.138938,0.000826,384
risk_aware_contact_planner,0.300000,6,0.671717,0.002377,0.593151,0.003657,0.129986,0.000752,0.118465,0.000889,0.568150,0.000487,0.526626,0.000567,0.240859,0.000243,0.112079,0.001386,0.088229,0.000658,0.067590,0.000231,0.089501,0.000241,0.144483,0.000841,0.138658,0.000819,384
risk_aware_contact_planner,0.300000,7,0.670036,0.002335,0.591451,0.003607,0.129977,0.000756,0.118421,0.000890,0.568041,0.000509,0.526488,0.000575,0.240747,0.000241,0.112045,0.001370,0.088539,0.000680,0.067573,0.000233,0.089354,0.000236,0.144650,0.000831,0.138664,0.000810,384
risk_aware_contact_planner,0.300000,8,0.670552,0.002300,0.591579,0.003590,0.130554,0.000765,0.118332,0.000864,0.568109,0.000477,0.526502,0.000546,0.240775,0.000253,0.112057,0.001390,0.088725,0.000647,0.067694,0.000227,0.089367,0.000238,0.144700,0.000834,0.138865,0.000816,384
risk_aware_contact_planner,0.300000,9,0.670284,0.002342,0.591378,0.003610,0.130283,0.000754,0.118429,0.000871,0.568139,0.000514,0.526575,0.000548,0.240829,0.000261,0.112327,0.001365,0.088512,0.000654,0.067604,0.000238,0.089585,0.000254,0.144634,0.000814,0.138835,0.000798,384
risk_aware_contact_planner,0.450000,0,0.649915,0.002530,0.541591,0.004152,0.140072,0.000896,0.131805,0.001067,0.560269,0.000500,0.517705,0.000606,0.244272,0.000257,0.124191,0.001605,0.095760,0.000747,0.071307,0.000250,0.093685,0.000268,0.158330,0.000987,0.151779,0.000968,384
risk_aware_contact_planner,0.450000,1,0.650106,0.002558,0.541331,0.004142,0.140248,0.000878,0.131984,0.001069,0.559814,0.000534,0.517791,0.000585,0.244366,0.000249,0.124286,0.001608,0.095788,0.000742,0.071387,0.000251,0.093789,0.000252,0.158354,0.000994,0.151949,0.000975,384
risk_aware_contact_planner,0.450000,2,0.649858,0.002558,0.540919,0.004210,0.140124,0.000902,0.132092,0.001074,0.559659,0.000550,0.517669,0.000607,0.244457,0.000243,0.124339,0.001591,0.096098,0.000735,0.071470,0.000249,0.093471,0.000253,0.158504,0.000997,0.152013,0.000975,384
risk_aware_contact_planner,0.450000,3,0.650278,0.002521,0.541643,0.004160,0.140008,0.000888,0.132114,0.001062,0.560175,0.000546,0.517732,0.000581,0.244292,0.000264,0.124425,0.001605,0.095606,0.000727,0.071471,0.000247,0.093562,0.000258,0.158283,0.001001,0.151943,0.000975,384
risk_aware_contact_planner,0.450000,4,0.649934,0.002546,0.541415,0.004193,0.140065,0.000878,0.131848,0.001070,0.560123,0.000543,0.517862,0.000605,0.244405,0.000262,0.124342,0.001602,0.096075,0.000742,0.071382,0.000240,0.093634,0.000254,0.158367,0.001015,0.151876,0.000982,384
risk_aware_contact_planner,0.450000,5,0.649973,0.002534,0.541088,0.004187,0.140076,0.000879,0.132232,0.001067,0.559794,0.000536,0.518182,0.000591,0.244583,0.000241,0.124507,0.001615,0.095603,0.000723,0.071460,0.000241,0.093706,0.000266,0.158418,0.001007,0.152031,0.000987,384
risk_aware_contact_planner,0.450000,6,0.651080,0.002569,0.542750,0.004193,0.139575,0.000877,0.132148,0.001079,0.559893,0.000512,0.517819,0.000613,0.244347,0.000252,0.124194,0.001613,0.095554,0.000743,0.071459,0.000244,0.093608,0.000258,0.158151,0.001005,0.151751,0.000981,384
risk_aware_contact_planner,0.450000,7,0.649399,0.002528,0.541050,0.004142,0.139565,0.000881,0.132104,0.001079,0.559784,0.000530,0.517681,0.000619,0.244234,0.000250,0.124160,0.001597,0.095864,0.000765,0.071443,0.000248,0.093461,0.000253,0.158319,0.000994,0.151757,0.000971,384
risk_aware_contact_planner,0.450000,8,0.649915,0.002495,0.541178,0.004128,0.140142,0.000890,0.132016,0.001053,0.559852,0.000499,0.517695,0.000588,0.244262,0.000261,0.124172,0.001620,0.096050,0.000732,0.071564,0.000240,0.093474,0.000255,0.158368,0.000997,0.151958,0.000977,384
risk_aware_contact_planner,0.450000,9,0.649647,0.002536,0.540977,0.004145,0.139872,0.000877,0.132113,0.001059,0.559882,0.000540,0.517768,0.000587,0.244317,0.000270,0.124442,0.001591,0.095837,0.000736,0.071474,0.000253,0.093692,0.000272,0.158302,0.000976,0.151928,0.000958,384
risk_aware_contact_planner,0.600000,0,0.628561,0.002774,0.490459,0.004749,0.149660,0.001026,0.145501,0.001258,0.552011,0.000532,0.508897,0.000654,0.247760,0.000267,0.136306,0.001842,0.103085,0.000838,0.075177,0.000267,0.097810,0.000288,0.172003,0.001153,0.164877,0.001131,384
risk_aware_contact_planner,0.600000,1,0.628752,0.002798,0.490199,0.004736,0.149837,0.001009,0.145680,0.001261,0.551556,0.000564,0.508983,0.000631,0.247854,0.000259,0.136401,0.001846,0.103113,0.000831,0.075256,0.000267,0.097915,0.000271,0.172028,0.001161,0.165048,0.001139,384
risk_aware_contact_planner,0.600000,2,0.628504,0.002803,0.489788,0.004806,0.149712,0.001031,0.145789,0.001266,0.551401,0.000583,0.508861,0.000655,0.247945,0.000253,0.136454,0.001829,0.103424,0.000826,0.075339,0.000265,0.097597,0.000272,0.172177,0.001162,0.165112,0.001139,384
risk_aware_contact_planner,0.600000,3,0.628924,0.002764,0.490511,0.004759,0.149597,0.001018,0.145811,0.001253,0.551917,0.000579,0.508924,0.000629,0.247779,0.000275,0.136540,0.001842,0.102931,0.000818,0.075340,0.000264,0.097687,0.000278,0.171957,0.001167,0.165042,0.001139,384
risk_aware_contact_planner,0.600000,4,0.628580,0.002790,0.490283,0.004792,0.149653,0.001008,0.145545,0.001262,0.551865,0.000575,0.509054,0.000657,0.247892,0.000273,0.136456,0.001841,0.103400,0.000833,0.075251,0.000256,0.097760,0.000272,0.172041,0.001182,0.164974,0.001146,384
risk_aware_contact_planner,0.600000,5,0.628618,0.002779,0.489956,0.004786,0.149664,0.001009,0.145928,0.001259,0.551536,0.000571,0.509374,0.000638,0.248070,0.000251,0.136622,0.001853,0.102928,0.000814,0.075329,0.000257,0.097832,0.000287,0.172092,0.001174,0.165130,0.001151,384
risk_aware_contact_planner,0.600000,6,0.629726,0.002810,0.491619,0.004790,0.149163,0.001007,0.145845,0.001271,0.551635,0.000542,0.509011,0.000664,0.247834,0.000262,0.136309,0.001849,0.102879,0.000833,0.075328,0.000259,0.097734,0.000278,0.171824,0.001172,0.164850,0.001145,384
risk_aware_contact_planner,0.600000,7,0.628045,0.002772,0.489919,0.004739,0.149154,0.001010,0.145801,0.001271,0.551526,0.000556,0.508873,0.000668,0.247722,0.000259,0.136275,0.001834,0.103189,0.000856,0.075312,0.000265,0.097587,0.000272,0.171992,0.001161,0.164856,0.001134,384
risk_aware_contact_planner,0.600000,8,0.628561,0.002741,0.490046,0.004727,0.149731,0.001020,0.145712,0.001244,0.551594,0.000528,0.508886,0.000636,0.247750,0.000270,0.136287,0.001859,0.103375,0.000823,0.075433,0.000256,0.097600,0.000275,0.172041,0.001163,0.165056,0.001141,384
risk_aware_contact_planner,0.600000,9,0.628293,0.002782,0.489845,0.004741,0.149461,0.001006,0.145809,0.001250,0.551624,0.000572,0.508960,0.000632,0.247804,0.000281,0.136557,0.001827,0.103162,0.000826,0.075343,0.000269,0.097818,0.000292,0.171976,0.001142,0.165026,0.001122,384
risk_aware_contact_planner,0.750000,0,0.606489,0.003070,0.438597,0.005399,0.159249,0.001159,0.159211,0.001451,0.543752,0.000568,0.500088,0.000708,0.251248,0.000278,0.148421,0.002085,0.110410,0.000933,0.079046,0.000284,0.101955,0.000309,0.185682,0.001321,0.177981,0.001297,384
risk_aware_contact_planner,0.750000,1,0.606680,0.003090,0.438337,0.005385,0.159426,0.001142,0.159390,0.001454,0.543297,0.000598,0.500174,0.000683,0.251342,0.000269,0.148516,0.002090,0.110439,0.000926,0.079125,0.000285,0.102059,0.000291,0.185707,0.001330,0.178152,0.001305,384
risk_aware_contact_planner,0.750000,2,0.606432,0.003100,0.437926,0.005456,0.159301,0.001164,0.159498,0.001459,0.543141,0.000621,0.500052,0.000707,0.251433,0.000264,0.148569,0.002073,0.110749,0.000922,0.079208,0.000282,0.101741,0.000293,0.185856,0.001330,0.178216,0.001304,384
risk_aware_contact_planner,0.750000,3,0.606852,0.003059,0.438649,0.005412,0.159185,0.001152,0.159520,0.001447,0.543657,0.000616,0.500115,0.000683,0.251267,0.000286,0.148655,0.002085,0.110256,0.000914,0.079210,0.000282,0.101832,0.000299,0.185636,0.001336,0.178146,0.001305,384
risk_aware_contact_planner,0.750000,4,0.606508,0.003087,0.438421,0.005445,0.159242,0.001141,0.159254,0.001455,0.543606,0.000610,0.500245,0.000713,0.251380,0.000284,0.148571,0.002085,0.110725,0.000928,0.079121,0.000273,0.101904,0.000293,0.185720,0.001351,0.178078,0.001312,384
risk_aware_contact_planner,0.750000,5,0.606546,0.003076,0.438094,0.005440,0.159253,0.001143,0.159638,0.001452,0.543277,0.000609,0.500565,0.000690,0.251558,0.000261,0.148737,0.002097,0.110254,0.000909,0.079198,0.000274,0.101976,0.000309,0.185771,0.001343,0.178234,0.001317,384
risk_aware_contact_planner,0.750000,6,0.607654,0.003104,0.439757,0.005441,0.158752,0.001141,0.159554,0.001464,0.543376,0.000577,0.500202,0.000720,0.251322,0.000274,0.148424,0.002091,0.110204,0.000929,0.079198,0.000276,0.101878,0.000300,0.185503,0.001341,0.177954,0.001311,384
risk_aware_contact_planner,0.750000,7,0.605973,0.003068,0.438057,0.005390,0.158742,0.001144,0.159510,0.001465,0.543267,0.000587,0.500064,0.000722,0.251210,0.000271,0.148390,0.002077,0.110514,0.000951,0.079181,0.000283,0.101731,0.000294,0.185671,0.001329,0.177960,0.001300,384
risk_aware_contact_planner,0.750000,8,0.606489,0.003039,0.438184,0.005380,0.159319,0.001154,0.159422,0.001438,0.543335,0.000561,0.500078,0.000690,0.251238,0.000280,0.148402,0.002102,0.110700,0.000919,0.079302,0.000274,0.101744,0.000297,0.185720,0.001331,0.178160,0.001306,384
risk_aware_contact_planner,0.750000,9,0.606221,0.003080,0.437983,0.005391,0.159049,0.001139,0.159519,0.001443,0.543365,0.000607,0.500151,0.000683,0.251292,0.000293,0.148671,0.002069,0.110487,0.000920,0.079212,0.000287,0.101962,0.000315,0.185655,0.001310,0.178130,0.001287,384
risk_aware_contact_planner,0.900000,0,0.583699,0.003418,0.386005,0.006099,0.168838,0.001295,0.172933,0.001646,0.535492,0.000608,0.491279,0.000766,0.254735,0.000290,0.160536,0.002332,0.117735,0.001031,0.082915,0.000304,0.106118,0.000333,0.199367,0.001491,0.191091,0.001464,384
risk_aware_contact_planner,0.900000,1,0.583889,0.003435,0.385745,0.006084,0.169014,0.001278,0.173112,0.001649,0.535036,0.000636,0.491365,0.000739,0.254829,0.000282,0.160631,0.002337,0.117764,0.001024,0.082995,0.000304,0.106222,0.000314,0.199392,0.001500,0.191261,0.001472,384
risk_aware_contact_planner,0.900000,2,0.583641,0.003448,0.385333,0.006155,0.168890,0.001299,0.173220,0.001654,0.534881,0.000662,0.491242,0.000763,0.254920,0.000277,0.160683,0.002320,0.118074,0.001021,0.083078,0.000301,0.105904,0.000317,0.199541,0.001500,0.191325,0.001471,384
risk_aware_contact_planner,0.900000,3,0.584061,0.003406,0.386057,0.006113,0.168774,0.001287,0.173242,0.001641,0.535397,0.000656,0.491305,0.000740,0.254755,0.000299,0.160769,0.002331,0.117581,0.001013,0.083079,0.000301,0.105995,0.000323,0.199320,0.001506,0.191255,0.001472,384
risk_aware_contact_planner,0.900000,4,0.583717,0.003435,0.385829,0.006146,0.168830,0.001277,0.172976,0.001650,0.535346,0.000650,0.491435,0.000773,0.254868,0.000297,0.160686,0.002332,0.118050,0.001026,0.082990,0.000291,0.106067,0.000315,0.199404,0.001522,0.191188,0.001479,384
risk_aware_contact_planner,0.900000,5,0.583756,0.003424,0.385502,0.006141,0.168841,0.001278,0.173360,0.001647,0.535016,0.000651,0.491755,0.000747,0.255046,0.000274,0.160851,0.002344,0.117579,0.001007,0.083067,0.000293,0.106139,0.000333,0.199455,0.001513,0.191343,0.001484,384
risk_aware_contact_planner,0.900000,6,0.584864,0.003450,0.387164,0.006141,0.168340,0.001276,0.173277,0.001659,0.535115,0.000615,0.491392,0.000779,0.254810,0.000286,0.160538,0.002337,0.117529,0.001027,0.083067,0.000294,0.106041,0.000323,0.199188,0.001511,0.191063,0.001478,384
risk_aware_contact_planner,0.900000,7,0.583183,0.003417,0.385464,0.006091,0.168331,0.001279,0.173233,0.001660,0.535006,0.000623,0.491254,0.000780,0.254697,0.000283,0.160504,0.002323,0.117839,0.001050,0.083051,0.000303,0.105894,0.000317,0.199356,0.001499,0.191069,0.001467,384
risk_aware_contact_planner,0.900000,8,0.583699,0.003389,0.385592,0.006081,0.168908,0.001289,0.173144,0.001632,0.535074,0.000598,0.491268,0.000747,0.254725,0.000292,0.160516,0.002350,0.118025,0.001018,0.083172,0.000292,0.105908,0.000321,0.199405,0.001501,0.191270,0.001473,384
risk_aware_contact_planner,0.900000,9,0.583431,0.003429,0.385391,0.006090,0.168638,0.001274,0.173241,0.001637,0.535105,0.000647,0.491341,0.000739,0.254779,0.000306,0.160786,0.002315,0.117812,0.001018,0.083082,0.000306,0.106125,0.000339,0.199339,0.001479,0.191240,0.001454,384
whole_body_mpc,0.000000,0,0.656841,0.002136,0.519180,0.002871,0.158474,0.000547,0.131559,0.000539,0.541783,0.000460,0.476492,0.000524,0.236584,0.000226,0.128453,0.000968,0.119951,0.000515,0.079410,0.000218,0.056146,0.000214,0.153259,0.000534,0.162907,0.000523,384
whole_body_mpc,0.000000,1,0.656536,0.002075,0.518801,0.002817,0.158493,0.000561,0.131500,0.000543,0.541665,0.000473,0.476493,0.000526,0.236802,0.000228,0.128287,0.000973,0.119994,0.000499,0.079667,0.000209,0.056379,0.000224,0.153228,0.000546,0.162894,0.000534,384
whole_body_mpc,0.000000,2,0.656497,0.002124,0.518643,0.002920,0.158693,0.000545,0.131572,0.000551,0.541883,0.000492,0.476713,0.000534,0.236653,0.000241,0.128401,0.001001,0.120211,0.000534,0.079598,0.000214,0.056262,0.000220,0.153280,0.000559,0.163033,0.000542,384
