method,task,regime,split,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_budget_violation_rate,ci95_budget_violation_rate,mean_fall_rate,ci95_fall_rate,mean_balance_margin,ci95_balance_margin,mean_recovery_success,ci95_recovery_success,mean_energy_contact_cost,ci95_energy_contact_cost,mean_reserve_starvation_rate,ci95_reserve_starvation_rate,mean_contact_overuse_rate,ci95_contact_overuse_rate,mean_calibration_error,ci95_calibration_error,mean_conservatism_rate,ci95_conservatism_rate,mean_predicted_breach_risk,ci95_predicted_breach_risk,mean_realized_breach_risk,ci95_realized_breach_risk,n
chance_constrained_contact_mpc,stair_payload_turn,unexpected_push,clean_deployment,0.686656,0.001492,0.649784,0.001703,0.101752,0.000705,0.097390,0.000510,0.609066,0.000876,0.529004,0.000882,0.278639,0.000498,0.113380,0.000603,0.056107,0.000564,0.053959,0.000410,0.149831,0.000460,0.128568,0.000435,0.114730,0.000396,80
chance_constrained_contact_mpc,stair_payload_turn,unexpected_push,combined_stress,0.641655,0.001488,0.544367,0.001785,0.125089,0.000757,0.126092,0.000486,0.591649,0.000906,0.512082,0.000877,0.286022,0.000547,0.129611,0.000591,0.067954,0.000677,0.062226,0.000418,0.158473,0.000456,0.156318,0.000457,0.140869,0.000410,80
chance_constrained_contact_mpc,stair_payload_turn,unexpected_push,heldout_layout,0.667802,0.001383,0.608655,0.001723,0.109218,0.000747,0.107891,0.000493,0.602563,0.000908,0.521906,0.000907,0.281914,0.000444,0.120054,0.000686,0.061256,0.000632,0.057254,0.000434,0.153679,0.000477,0.138718,0.000479,0.124226,0.000447,80
chance_constrained_contact_mpc,stair_payload_turn,unexpected_push,heldout_object,0.676388,0.001314,0.627484,0.001560,0.106084,0.000771,0.103136,0.000537,0.605651,0.000886,0.525410,0.000880,0.279827,0.000508,0.116891,0.000605,0.058637,0.000629,0.056057,0.000431,0.151558,0.000456,0.134258,0.000432,0.119986,0.000384,80
chance_constrained_contact_mpc,stair_payload_turn,unexpected_push,heldout_payload,0.657948,0.001234,0.576646,0.001378,0.119718,0.000824,0.118821,0.000485,0.596373,0.000934,0.517561,0.000817,0.284084,0.000510,0.124195,0.000622,0.064275,0.000696,0.059825,0.000474,0.155887,0.000459,0.149138,0.000452,0.134020,0.000391,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,compound_contact_scarcity,clean_deployment,0.812097,0.001529,0.990065,0.001780,0.041388,0.000798,0.044951,0.000512,0.710093,0.000926,0.696412,0.000912,0.182589,0.000498,0.038062,0.000617,0.032597,0.000595,0.027074,0.000454,0.077274,0.000446,0.078211,0.000449,0.049027,0.000406,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,compound_contact_scarcity,combined_stress,0.782077,0.001392,0.914345,0.001660,0.057051,0.000807,0.064200,0.000502,0.694465,0.000889,0.679959,0.000861,0.189246,0.000548,0.052970,0.000664,0.043798,0.000675,0.034635,0.000417,0.084530,0.000438,0.100102,0.000504,0.068119,0.000400,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,compound_contact_scarcity,heldout_layout,0.797444,0.001324,0.959025,0.001649,0.046249,0.000789,0.051381,0.000512,0.703967,0.000824,0.689636,0.000965,0.185408,0.000506,0.044304,0.000639,0.037103,0.000642,0.029912,0.000393,0.080341,0.000429,0.086093,0.000490,0.055692,0.000395,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,compound_contact_scarcity,heldout_object,0.804902,0.001304,0.974573,0.001673,0.043333,0.000843,0.048158,0.000537,0.706075,0.000865,0.693043,0.000853,0.183821,0.000530,0.041424,0.000556,0.035350,0.000658,0.028926,0.000434,0.078673,0.000434,0.082369,0.000419,0.052364,0.000402,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,compound_contact_scarcity,heldout_payload,0.793609,0.001386,0.937165,0.001661,0.054605,0.000733,0.060122,0.000534,0.699170,0.000862,0.685696,0.000848,0.186761,0.000546,0.048204,0.000601,0.039834,0.000635,0.032449,0.000444,0.081965,0.000462,0.094869,0.000392,0.063745,0.000354,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,contact_dropout,clean_deployment,0.827971,0.001314,1.047392,0.001431,0.037575,0.000723,0.023055,0.000536,0.719871,0.000872,0.708306,0.000910,0.178488,0.000530,0.010131,0.000636,0.015749,0.000656,0.022596,0.000488,0.072409,0.000432,0.057404,0.000469,0.029741,0.000365,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,contact_dropout,combined_stress,0.805361,0.001276,0.979286,0.001721,0.053538,0.000773,0.042321,0.000528,0.705110,0.000905,0.692276,0.000786,0.184511,0.000546,0.025664,0.000581,0.026100,0.000631,0.029988,0.000439,0.079909,0.000435,0.079265,0.000461,0.048954,0.000406,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,contact_dropout,heldout_layout,0.816044,0.001432,1.019433,0.001737,0.042436,0.000773,0.029155,0.000439,0.714145,0.000883,0.702088,0.000972,0.180438,0.000557,0.017248,0.000654,0.020418,0.000624,0.025460,0.000430,0.075558,0.000437,0.065350,0.000418,0.036483,0.000362,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,contact_dropout,heldout_object,0.822491,0.001377,1.033455,0.001751,0.039820,0.000749,0.026120,0.000490,0.716716,0.000875,0.704432,0.000857,0.179474,0.000505,0.014368,0.000610,0.018014,0.000652,0.024304,0.000462,0.074311,0.000435,0.061381,0.000442,0.033235,0.000367,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,contact_dropout,heldout_payload,0.812885,0.001438,0.997969,0.001838,0.050792,0.000769,0.038091,0.000529,0.709487,0.000863,0.697610,0.000912,0.182476,0.000554,0.020772,0.000632,0.023386,0.000598,0.027620,0.000436,0.077536,0.000457,0.073913,0.000490,0.044511,0.000418,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,delayed_recovery_opportunity,clean_deployment,0.828494,0.001461,1.040245,0.001789,0.027811,0.000789,0.031652,0.000502,0.718173,0.000957,0.704502,0.000885,0.178540,0.000514,0.026116,0.000573,0.017269,0.000619,0.023288,0.000386,0.072241,0.000462,0.062010,0.000439,0.033827,0.000388,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,delayed_recovery_opportunity,combined_stress,0.803300,0.001501,0.968984,0.001778,0.044984,0.000714,0.050533,0.000510,0.703041,0.000904,0.689397,0.000895,0.185067,0.000496,0.041015,0.000635,0.028357,0.000650,0.030867,0.000451,0.080531,0.000438,0.083959,0.000478,0.053266,0.000389,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,delayed_recovery_opportunity,heldout_layout,0.815884,0.001260,1.010960,0.001431,0.033432,0.000815,0.037791,0.000505,0.712402,0.000859,0.698703,0.000906,0.181480,0.000522,0.032350,0.000632,0.022300,0.000619,0.026526,0.000450,0.076218,0.000458,0.069845,0.000460,0.040746,0.000394,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,delayed_recovery_opportunity,heldout_object,0.823864,0.001193,1.027094,0.001379,0.030665,0.000805,0.034533,0.000489,0.715734,0.000889,0.701736,0.000913,0.180512,0.000496,0.029720,0.000612,0.019797,0.000637,0.025239,0.000445,0.075019,0.000423,0.065806,0.000498,0.037377,0.000403,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,delayed_recovery_opportunity,heldout_payload,0.813818,0.001394,0.991282,0.001678,0.041478,0.000787,0.046428,0.000503,0.707816,0.000885,0.695194,0.000880,0.182898,0.000486,0.036632,0.000670,0.024794,0.000590,0.028493,0.000433,0.078518,0.000444,0.078460,0.000496,0.048625,0.000418,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,low_friction_foot_contact,clean_deployment,0.847877,0.001451,1.106275,0.001608,0.017929,0.000772,0.011127,0.000498,0.734776,0.000894,0.722964,0.000977,0.171571,0.000484,0.000000,0.000000,0.010736,0.000600,0.015327,0.000458,0.064992,0.000432,0.039518,0.000469,0.014203,0.000378,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,low_friction_foot_contact,combined_stress,0.824379,0.001333,1.042607,0.001573,0.034352,0.000745,0.029830,0.000499,0.719016,0.000899,0.708232,0.000955,0.178643,0.000533,0.000000,0.000000,0.022326,0.000672,0.022298,0.000398,0.072778,0.000453,0.057822,0.000424,0.030009,0.000332,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,low_friction_foot_contact,heldout_layout,0.836812,0.001331,1.080648,0.001664,0.022945,0.000811,0.017677,0.000496,0.728637,0.000966,0.716739,0.000910,0.174716,0.000537,0.000000,0.000000,0.015893,0.000604,0.018480,0.000395,0.068666,0.000439,0.045852,0.000466,0.019720,0.000362,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,low_friction_foot_contact,heldout_object,0.842283,0.001234,1.093780,0.001372,0.020028,0.000697,0.013940,0.000499,0.731316,0.000869,0.719880,0.000879,0.173224,0.000524,0.000000,0.000000,0.014015,0.000583,0.017178,0.000475,0.066524,0.000429,0.042587,0.000431,0.016751,0.000371,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,low_friction_foot_contact,heldout_payload,0.833782,0.001407,1.062546,0.001782,0.030545,0.000723,0.025855,0.000547,0.723753,0.000892,0.714610,0.000869,0.175888,0.000477,0.000000,0.000000,0.019112,0.000653,0.019973,0.000444,0.070268,0.000429,0.053239,0.000460,0.026334,0.000402,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,narrow_support_polygon,clean_deployment,0.843047,0.001443,1.091826,0.001681,0.020406,0.000763,0.016875,0.000560,0.729611,0.000902,0.718659,0.000921,0.173763,0.000550,0.000000,0.000000,0.008505,0.000631,0.018186,0.000435,0.067878,0.000446,0.043850,0.000460,0.017592,0.000403,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,narrow_support_polygon,combined_stress,0.819282,0.001389,1.026355,0.001692,0.037420,0.000702,0.035521,0.000519,0.713087,0.000885,0.703606,0.000885,0.180569,0.000506,0.002883,0.000528,0.019730,0.000604,0.025326,0.000479,0.075453,0.000442,0.063170,0.000424,0.034189,0.000359,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,narrow_support_polygon,heldout_layout,0.832294,0.001286,1.066968,0.001588,0.025717,0.000807,0.022938,0.000470,0.723174,0.000851,0.712277,0.000870,0.176773,0.000495,0.000000,0.000000,0.012799,0.000611,0.020768,0.000477,0.071107,0.000436,0.049946,0.000478,0.022821,0.000370,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,narrow_support_polygon,heldout_object,0.837609,0.001397,1.078934,0.001695,0.022951,0.000771,0.019764,0.000565,0.725587,0.000868,0.713974,0.000899,0.175414,0.000514,0.000000,0.000000,0.010520,0.000579,0.019775,0.000478,0.069451,0.000416,0.046789,0.000460,0.020135,0.000407,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,narrow_support_polygon,heldout_payload,0.829224,0.001336,1.047689,0.001587,0.034073,0.000788,0.031427,0.000524,0.719258,0.000859,0.708437,0.000799,0.178280,0.000486,0.000243,0.000135,0.015667,0.000610,0.022713,0.000421,0.072755,0.000457,0.057621,0.000445,0.029898,0.000384,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,nominal_contacts,clean_deployment,0.856356,0.001288,1.126035,0.001493,0.014744,0.000738,0.007904,0.000502,0.740963,0.000874,0.728275,0.000843,0.168991,0.000548,0.000000,0.000000,0.000000,0.000000,0.012349,0.000465,0.061458,0.000449,0.034304,0.000470,0.010062,0.000308,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,nominal_contacts,combined_stress,0.838211,0.001408,1.070410,0.001579,0.031017,0.000708,0.025927,0.000429,0.725599,0.000934,0.714841,0.000913,0.174956,0.000502,0.000000,0.000000,0.004565,0.000647,0.019479,0.000425,0.069390,0.000422,0.051413,0.000448,0.024710,0.000343,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,nominal_contacts,heldout_layout,0.846612,0.001322,1.104406,0.001455,0.019460,0.000755,0.013111,0.000479,0.734250,0.000893,0.722851,0.000898,0.171143,0.000483,0.000000,0.000000,0.000363,0.000172,0.015074,0.000425,0.064923,0.000446,0.039236,0.000342,0.014277,0.000290,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,nominal_contacts,heldout_object,0.852298,0.001373,1.115205,0.001561,0.017744,0.000704,0.010745,0.000524,0.736736,0.000957,0.725973,0.000914,0.170017,0.000512,0.000000,0.000000,0.000125,0.000077,0.014055,0.000473,0.063388,0.000435,0.036991,0.000404,0.012528,0.000323,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,nominal_contacts,heldout_payload,0.845670,0.001370,1.086692,0.001523,0.028111,0.000768,0.021842,0.000480,0.729619,0.000916,0.718772,0.000849,0.173126,0.000502,0.000000,0.000000,0.001964,0.000435,0.017518,0.000413,0.067106,0.000377,0.047164,0.000429,0.021420,0.000348,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,one_hand_occupied,clean_deployment,0.847837,0.001275,1.102362,0.001515,0.021225,0.000740,0.012769,0.000530,0.731907,0.000906,0.720856,0.000936,0.172239,0.000506,0.000000,0.000000,0.003287,0.000562,0.016653,0.000472,0.066120,0.000447,0.041064,0.000430,0.015305,0.000363,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,one_hand_occupied,combined_stress,0.826821,0.001343,1.043309,0.001566,0.036138,0.000707,0.030635,0.000493,0.716773,0.000771,0.706514,0.000937,0.179364,0.000511,0.000030,0.000027,0.013708,0.000651,0.023966,0.000424,0.073667,0.000458,0.058217,0.000441,0.030161,0.000346,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,one_hand_occupied,heldout_layout,0.837278,0.001388,1.078665,0.001603,0.025641,0.000728,0.018473,0.000515,0.725509,0.000866,0.714634,0.000887,0.175046,0.000493,0.000000,0.000000,0.007513,0.000604,0.019563,0.000440,0.069256,0.000458,0.046993,0.000420,0.020117,0.000338,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,one_hand_occupied,heldout_object,0.841174,0.001399,1.088905,0.001638,0.023025,0.000781,0.015783,0.000593,0.728261,0.000975,0.717526,0.000867,0.174434,0.000507,0.000000,0.000000,0.005135,0.000635,0.018266,0.000433,0.068118,0.000453,0.043860,0.000465,0.017631,0.000415,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,one_hand_occupied,heldout_payload,0.833152,0.001353,1.057337,0.001701,0.033992,0.000851,0.027617,0.000489,0.721376,0.000832,0.709945,0.000929,0.177314,0.000514,0.000000,0.000000,0.010619,0.000663,0.021579,0.000491,0.071500,0.000462,0.054850,0.000465,0.027452,0.000380,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,unexpected_push,clean_deployment,0.836556,0.001345,1.067586,0.001634,0.021850,0.000777,0.031924,0.000510,0.724202,0.000935,0.712756,0.000856,0.175548,0.000515,0.001556,0.000370,0.009764,0.000705,0.019905,0.000458,0.069724,0.000452,0.051830,0.000451,0.025138,0.000377,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,unexpected_push,combined_stress,0.810488,0.001359,0.995992,0.001566,0.037968,0.000766,0.051095,0.000463,0.708392,0.000860,0.696706,0.000896,0.182285,0.000523,0.015303,0.000598,0.021091,0.000673,0.027314,0.000437,0.077249,0.000457,0.073594,0.000460,0.044091,0.000357,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,unexpected_push,heldout_layout,0.824859,0.001299,1.040498,0.001562,0.026420,0.000736,0.038115,0.000513,0.717601,0.000853,0.707309,0.000909,0.178579,0.000491,0.006509,0.000569,0.014558,0.000641,0.022461,0.000436,0.072714,0.000454,0.059075,0.000448,0.031315,0.000383,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,unexpected_push,heldout_object,0.830242,0.001507,1.053412,0.001748,0.024104,0.000810,0.035024,0.000514,0.720343,0.000961,0.709641,0.000916,0.176819,0.000515,0.003739,0.000610,0.012279,0.000609,0.021573,0.000447,0.071495,0.000459,0.055661,0.000500,0.028222,0.000432,80
dual_price_contact_budget_controller_v5,bimanual_shelf_reach,unexpected_push,heldout_payload,0.821014,0.001410,1.018530,0.001623,0.034771,0.000744,0.046996,0.000503,0.714384,0.000901,0.702608,0.000878,0.180116,0.000524,0.010662,0.000626,0.017528,0.000731,0.024855,0.000430,0.074886,0.000424,0.067984,0.000445,0.039489,0.000371,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,compound_contact_scarcity,clean_deployment,0.778595,0.001284,0.951163,0.001703,0.044419,0.000767,0.046545,0.000469,0.714226,0.000887,0.697482,0.000951,0.183101,0.000494,0.045602,0.000645,0.033494,0.000578,0.027528,0.000393,0.078176,0.000422,0.082035,0.000443,0.052557,0.000403,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,compound_contact_scarcity,combined_stress,0.746005,0.001442,0.870514,0.001662,0.060797,0.000804,0.066711,0.000497,0.697982,0.000955,0.680744,0.000944,0.190422,0.000469,0.061975,0.000632,0.044413,0.000620,0.035785,0.000461,0.086669,0.000462,0.104772,0.000491,0.072664,0.000427,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,compound_contact_scarcity,heldout_layout,0.763754,0.001460,0.919343,0.001633,0.049805,0.000741,0.052928,0.000542,0.707501,0.000954,0.690936,0.000980,0.185712,0.000553,0.051967,0.000639,0.037696,0.000641,0.031260,0.000410,0.081803,0.000442,0.090285,0.000455,0.059496,0.000384,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,compound_contact_scarcity,heldout_object,0.771057,0.001409,0.934907,0.001568,0.046554,0.000692,0.049851,0.000515,0.710593,0.000818,0.693269,0.000826,0.184619,0.000496,0.049461,0.000576,0.034600,0.000609,0.029864,0.000406,0.080606,0.000466,0.086101,0.000438,0.055980,0.000347,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,compound_contact_scarcity,heldout_payload,0.757933,0.001412,0.894672,0.001493,0.057416,0.000739,0.062407,0.000506,0.703371,0.000914,0.686190,0.000864,0.187891,0.000493,0.057083,0.000619,0.040607,0.000658,0.033699,0.000436,0.084123,0.000457,0.099510,0.000478,0.067881,0.000369,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,contact_dropout,clean_deployment,0.793666,0.001337,1.009124,0.001537,0.039686,0.000758,0.024463,0.000484,0.724962,0.000932,0.709630,0.000880,0.178188,0.000490,0.018073,0.000652,0.015082,0.000676,0.023127,0.000439,0.073403,0.000439,0.060693,0.000422,0.032791,0.000357,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,contact_dropout,combined_stress,0.770739,0.001493,0.938115,0.001767,0.057119,0.000779,0.044294,0.000489,0.708174,0.000929,0.693538,0.000927,0.185009,0.000529,0.033942,0.000650,0.026013,0.000655,0.031117,0.000465,0.081119,0.000464,0.083651,0.000457,0.052969,0.000404,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,contact_dropout,heldout_layout,0.782050,0.001333,0.980900,0.001586,0.045676,0.000780,0.030473,0.000430,0.718270,0.000895,0.704370,0.000869,0.181140,0.000533,0.023934,0.000672,0.019672,0.000605,0.026125,0.000484,0.076748,0.000431,0.068362,0.000454,0.039612,0.000392,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,contact_dropout,heldout_object,0.789442,0.001348,0.996528,0.001680,0.042425,0.000752,0.027372,0.000503,0.722027,0.000821,0.707003,0.000915,0.179735,0.000510,0.021928,0.000661,0.017551,0.000625,0.024648,0.000434,0.075506,0.000467,0.065059,0.000453,0.036302,0.000387,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,contact_dropout,heldout_payload,0.778658,0.001421,0.959165,0.001726,0.053138,0.000707,0.039405,0.000519,0.714332,0.000914,0.699159,0.000920,0.183238,0.000529,0.028675,0.000602,0.023707,0.000608,0.028229,0.000476,0.079027,0.000410,0.077424,0.000465,0.047722,0.000414,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,delayed_recovery_opportunity,clean_deployment,0.795452,0.001486,1.003053,0.001671,0.031095,0.000774,0.032913,0.000479,0.723850,0.000795,0.707017,0.000920,0.178608,0.000532,0.033187,0.000577,0.017003,0.000524,0.023715,0.000451,0.073849,0.000462,0.065258,0.000465,0.037058,0.000399,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,delayed_recovery_opportunity,combined_stress,0.769837,0.001290,0.929436,0.001592,0.047928,0.000811,0.052582,0.000569,0.706938,0.000921,0.689845,0.000864,0.185913,0.000533,0.049056,0.000558,0.028197,0.000618,0.031579,0.000437,0.082270,0.000454,0.087870,0.000493,0.056977,0.000440,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,delayed_recovery_opportunity,heldout_layout,0.782275,0.001323,0.972740,0.001664,0.035580,0.000738,0.039743,0.000494,0.717133,0.000864,0.699899,0.000893,0.182020,0.000538,0.039677,0.000620,0.021868,0.000618,0.026988,0.000447,0.077630,0.000470,0.073095,0.000495,0.043921,0.000390,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,delayed_recovery_opportunity,heldout_object,0.789000,0.001286,0.987553,0.001429,0.033229,0.000753,0.035925,0.000454,0.719176,0.000903,0.702998,0.000892,0.180866,0.000536,0.037046,0.000697,0.019747,0.000622,0.025475,0.000442,0.075922,0.000439,0.069229,0.000476,0.040473,0.000404,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,delayed_recovery_opportunity,heldout_payload,0.778000,0.001540,0.949463,0.001673,0.044547,0.000733,0.048364,0.000559,0.712144,0.000882,0.695499,0.000860,0.183613,0.000501,0.044539,0.000572,0.025142,0.000639,0.029235,0.000433,0.079822,0.000509,0.082281,0.000469,0.052368,0.000413,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,low_friction_foot_contact,clean_deployment,0.816175,0.001327,1.074273,0.001690,0.020450,0.000797,0.011888,0.000483,0.740501,0.000913,0.726436,0.000813,0.171790,0.000517,0.000000,0.000000,0.010423,0.000633,0.015162,0.000456,0.066114,0.000426,0.040497,0.000467,0.015319,0.000372,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,low_friction_foot_contact,combined_stress,0.791483,0.001512,1.009468,0.001798,0.036537,0.000764,0.030161,0.000541,0.724625,0.000905,0.710944,0.000865,0.178641,0.000544,0.000377,0.000164,0.022106,0.000651,0.023105,0.000418,0.074226,0.000436,0.058770,0.000440,0.031061,0.000348,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,low_friction_foot_contact,heldout_layout,0.804818,0.001329,1.047847,0.001656,0.026140,0.000788,0.018196,0.000509,0.732758,0.000874,0.720036,0.000958,0.174431,0.000519,0.000000,0.000000,0.015377,0.000612,0.018508,0.000480,0.069037,0.000459,0.047356,0.000431,0.020966,0.000372,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,low_friction_foot_contact,heldout_object,0.809033,0.001401,1.058659,0.001575,0.023339,0.000656,0.015533,0.000529,0.736850,0.000901,0.722077,0.000871,0.173488,0.000546,0.000000,0.000000,0.013532,0.000669,0.017062,0.000399,0.067920,0.000438,0.043993,0.000418,0.018472,0.000336,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,low_friction_foot_contact,heldout_payload,0.800731,0.001302,1.026622,0.001561,0.034797,0.000827,0.027042,0.000494,0.728460,0.000865,0.715560,0.000878,0.176610,0.000560,0.000000,0.000000,0.018299,0.000635,0.020662,0.000451,0.071312,0.000452,0.055356,0.000496,0.028277,0.000392,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,narrow_support_polygon,clean_deployment,0.809270,0.001386,1.056278,0.001660,0.024020,0.000699,0.018210,0.000549,0.734434,0.000891,0.720667,0.000894,0.173807,0.000462,0.000000,0.000000,0.007193,0.000674,0.017914,0.000450,0.068602,0.000431,0.045334,0.000447,0.019186,0.000375,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,narrow_support_polygon,combined_stress,0.786186,0.001395,0.988482,0.001671,0.040103,0.000767,0.037071,0.000485,0.717597,0.000897,0.704681,0.000847,0.181077,0.000577,0.010312,0.000587,0.019375,0.000639,0.025874,0.000454,0.076584,0.000442,0.066500,0.000393,0.037421,0.000352,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,narrow_support_polygon,heldout_layout,0.799104,0.001520,1.031797,0.001753,0.028650,0.000747,0.023736,0.000497,0.728491,0.000846,0.713742,0.000894,0.177053,0.000521,0.002038,0.000436,0.012282,0.000637,0.021166,0.000391,0.072106,0.000456,0.051905,0.000432,0.024596,0.000379,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,narrow_support_polygon,heldout_object,0.805088,0.001489,1.045020,0.001810,0.025849,0.000754,0.021202,0.000498,0.730471,0.000818,0.717440,0.000883,0.175259,0.000519,0.000281,0.000130,0.010437,0.000665,0.019786,0.000404,0.070375,0.000438,0.048744,0.000449,0.021778,0.000378,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,narrow_support_polygon,heldout_payload,0.796798,0.001407,1.011785,0.001564,0.036712,0.000722,0.032757,0.000535,0.723512,0.000956,0.710014,0.000885,0.178731,0.000537,0.004803,0.000672,0.015193,0.000652,0.023343,0.000420,0.074073,0.000441,0.060436,0.000446,0.032388,0.000387,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,nominal_contacts,clean_deployment,0.826377,0.001165,1.095309,0.001369,0.017999,0.000773,0.008420,0.000529,0.746071,0.000910,0.731500,0.000852,0.168616,0.000506,0.000000,0.000000,0.000000,0.000000,0.012365,0.000429,0.062390,0.000439,0.035366,0.000435,0.011387,0.000366,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,nominal_contacts,combined_stress,0.803187,0.001457,1.032915,0.001768,0.034828,0.000793,0.026918,0.000490,0.729575,0.000913,0.716445,0.000824,0.175536,0.000532,0.000000,0.000000,0.004050,0.000600,0.020213,0.000433,0.070485,0.000465,0.053336,0.000421,0.026463,0.000366,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,nominal_contacts,heldout_layout,0.815344,0.001555,1.071951,0.001793,0.022629,0.000734,0.014456,0.000466,0.740451,0.000943,0.726308,0.000873,0.170972,0.000535,0.000000,0.000000,0.000331,0.000152,0.015563,0.000387,0.065655,0.000446,0.041225,0.000454,0.015984,0.000341,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,nominal_contacts,heldout_object,0.820600,0.001379,1.083106,0.001599,0.020429,0.000743,0.011062,0.000480,0.742977,0.000895,0.727953,0.000900,0.170639,0.000469,0.000000,0.000000,0.000009,0.000009,0.013820,0.000412,0.064731,0.000405,0.037976,0.000432,0.013528,0.000338,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,nominal_contacts,heldout_payload,0.810765,0.001371,1.050719,0.001689,0.031146,0.000794,0.022728,0.000531,0.734824,0.000919,0.721895,0.000820,0.173362,0.000511,0.000000,0.000000,0.001667,0.000431,0.017831,0.000467,0.068140,0.000446,0.048874,0.000485,0.022832,0.000395,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,one_hand_occupied,clean_deployment,0.814686,0.001441,1.068512,0.001779,0.023762,0.000766,0.013665,0.000501,0.737201,0.000871,0.723670,0.000860,0.172585,0.000497,0.000000,0.000000,0.002222,0.000503,0.017078,0.000449,0.067468,0.000418,0.041948,0.000482,0.016476,0.000387,80
dual_price_contact_budget_controller_v5,box_lift_rebalance,one_hand_occupied,combined_stress,0.792202,0.001432,1.004642,0.001574,0.039850,0.000802,0.032005,0.000530,0.720953,0.000874,0.707851,0.000827,0.179491,0.000477,0.003850,0.000562,0.013418,0.000625,0.024625,0.000434,0.075283,0.000445,0.061262,0.000467,0.032896,0.000414,80
