method,task,regime,split,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_budget_violation_rate,ci95_budget_violation_rate,mean_fall_rate,ci95_fall_rate,mean_balance_margin,ci95_balance_margin,mean_recovery_success,ci95_recovery_success,mean_energy_contact_cost,ci95_energy_contact_cost,mean_reserve_starvation_rate,ci95_reserve_starvation_rate,mean_contact_overuse_rate,ci95_contact_overuse_rate,mean_calibration_error,ci95_calibration_error,mean_conservatism_rate,ci95_conservatism_rate,mean_predicted_breach_risk,ci95_predicted_breach_risk,mean_realized_breach_risk,ci95_realized_breach_risk,n
recovery_reserve_controller,bimanual_shelf_reach,nominal_contacts,clean_deployment,0.777573,0.001346,0.878618,0.001652,0.078504,0.000776,0.051285,0.000572,0.635104,0.000915,0.627897,0.000956,0.216117,0.000475,0.019531,0.000638,0.053923,0.000632,0.046905,0.000419,0.102322,0.000481,0.075495,0.000454,0.065565,0.000392,80
recovery_reserve_controller,bimanual_shelf_reach,nominal_contacts,combined_stress,0.747850,0.001461,0.793377,0.001774,0.100275,0.000724,0.077212,0.000564,0.618880,0.000921,0.611219,0.000922,0.222512,0.000481,0.034180,0.000528,0.064874,0.000600,0.054736,0.000432,0.109877,0.000486,0.100946,0.000419,0.089490,0.000386,80
recovery_reserve_controller,bimanual_shelf_reach,nominal_contacts,heldout_layout,0.764017,0.001377,0.844676,0.001667,0.085186,0.000751,0.060746,0.000498,0.628500,0.000841,0.621474,0.000815,0.218905,0.000525,0.026015,0.000682,0.058317,0.000620,0.050213,0.000421,0.105908,0.000430,0.084534,0.000456,0.074228,0.000374,80
recovery_reserve_controller,bimanual_shelf_reach,nominal_contacts,heldout_object,0.771242,0.001320,0.861972,0.001608,0.081911,0.000719,0.055699,0.000483,0.631830,0.000946,0.624466,0.000969,0.217223,0.000498,0.023260,0.000685,0.056690,0.000632,0.048873,0.000437,0.104246,0.000452,0.080433,0.000459,0.070005,0.000360,80
recovery_reserve_controller,bimanual_shelf_reach,nominal_contacts,heldout_payload,0.758527,0.001327,0.819193,0.001478,0.094803,0.000822,0.070732,0.000525,0.624274,0.000879,0.616909,0.000911,0.220664,0.000526,0.029797,0.000592,0.061812,0.000654,0.052068,0.000407,0.107509,0.000466,0.094186,0.000474,0.083203,0.000404,80
recovery_reserve_controller,bimanual_shelf_reach,one_hand_occupied,clean_deployment,0.761871,0.001483,0.833387,0.001683,0.087339,0.000789,0.061591,0.000526,0.626409,0.000881,0.618407,0.000861,0.220200,0.000485,0.037132,0.000690,0.063070,0.000623,0.051983,0.000489,0.106996,0.000445,0.089247,0.000534,0.078579,0.000370,80
recovery_reserve_controller,bimanual_shelf_reach,one_hand_occupied,combined_stress,0.728505,0.001310,0.744194,0.001669,0.109251,0.000736,0.087800,0.000538,0.610122,0.000882,0.601696,0.000845,0.227170,0.000523,0.051915,0.000647,0.073395,0.000683,0.059132,0.000448,0.114996,0.000423,0.114723,0.000524,0.102528,0.000444,80
recovery_reserve_controller,bimanual_shelf_reach,one_hand_occupied,heldout_layout,0.747133,0.001389,0.796784,0.001746,0.095367,0.000739,0.071463,0.000498,0.619012,0.000878,0.611415,0.000857,0.222588,0.000510,0.043746,0.000598,0.067476,0.000677,0.055293,0.000438,0.109825,0.000454,0.099397,0.000440,0.087901,0.000406,80
recovery_reserve_controller,bimanual_shelf_reach,one_hand_occupied,heldout_object,0.754079,0.001407,0.813607,0.001676,0.091491,0.000772,0.066959,0.000453,0.621926,0.000933,0.613819,0.000851,0.221606,0.000483,0.040490,0.000606,0.065822,0.000677,0.053499,0.000441,0.108695,0.000416,0.094793,0.000410,0.083526,0.000404,80
recovery_reserve_controller,bimanual_shelf_reach,one_hand_occupied,heldout_payload,0.740778,0.001428,0.769656,0.001626,0.104838,0.000727,0.081969,0.000505,0.614201,0.000943,0.606709,0.000923,0.224961,0.000525,0.047774,0.000663,0.071333,0.000631,0.056747,0.000385,0.112062,0.000452,0.109059,0.000468,0.097087,0.000362,80
recovery_reserve_controller,bimanual_shelf_reach,unexpected_push,clean_deployment,0.740692,0.001293,0.774388,0.001774,0.092057,0.000757,0.085750,0.000529,0.617967,0.000945,0.608433,0.000916,0.223526,0.000503,0.056925,0.000664,0.070603,0.000654,0.055169,0.000471,0.110616,0.000461,0.107560,0.000504,0.096034,0.000405,80
recovery_reserve_controller,bimanual_shelf_reach,unexpected_push,combined_stress,0.700900,0.001320,0.678566,0.001558,0.113978,0.000735,0.112143,0.000542,0.600806,0.000914,0.592089,0.000865,0.229823,0.000504,0.071574,0.000657,0.080940,0.000601,0.062893,0.000455,0.118761,0.000457,0.132856,0.000452,0.120116,0.000379,80
recovery_reserve_controller,bimanual_shelf_reach,unexpected_push,heldout_layout,0.722575,0.001397,0.736939,0.001530,0.098433,0.000704,0.094709,0.000507,0.611592,0.000822,0.601380,0.000877,0.226020,0.000548,0.062663,0.000670,0.074497,0.000617,0.058201,0.000380,0.114124,0.000430,0.116210,0.000456,0.104119,0.000397,80
recovery_reserve_controller,bimanual_shelf_reach,unexpected_push,heldout_object,0.731947,0.001454,0.754653,0.001852,0.096059,0.000751,0.090644,0.000534,0.614247,0.000935,0.604359,0.000908,0.224961,0.000536,0.060158,0.000670,0.072217,0.000613,0.057053,0.000442,0.112013,0.000442,0.112606,0.000482,0.100619,0.000464,80
recovery_reserve_controller,bimanual_shelf_reach,unexpected_push,heldout_payload,0.715786,0.001432,0.708478,0.001683,0.108505,0.000755,0.105587,0.000476,0.606346,0.000863,0.596302,0.000829,0.227858,0.000497,0.067191,0.000614,0.077476,0.000659,0.060400,0.000453,0.115847,0.000458,0.126141,0.000503,0.113773,0.000430,80
recovery_reserve_controller,box_lift_rebalance,compound_contact_scarcity,clean_deployment,0.672131,0.001310,0.636801,0.001571,0.119811,0.000787,0.107841,0.000508,0.606636,0.000933,0.591380,0.000867,0.230534,0.000520,0.102131,0.000639,0.092568,0.000606,0.063377,0.000441,0.119585,0.000441,0.141403,0.000517,0.128479,0.000408,80
recovery_reserve_controller,box_lift_rebalance,compound_contact_scarcity,combined_stress,0.621402,0.001259,0.527444,0.001582,0.142386,0.000746,0.135096,0.000526,0.589038,0.000875,0.574195,0.000862,0.237779,0.000520,0.118246,0.000659,0.104100,0.000650,0.071489,0.000497,0.128286,0.000436,0.168247,0.000462,0.153666,0.000406,80
recovery_reserve_controller,box_lift_rebalance,compound_contact_scarcity,heldout_layout,0.650898,0.001358,0.594159,0.001716,0.127863,0.000792,0.117066,0.000517,0.600456,0.000823,0.584699,0.000928,0.233834,0.000507,0.108992,0.000576,0.097145,0.000629,0.066742,0.000411,0.122962,0.000428,0.151396,0.000476,0.137621,0.000425,80
recovery_reserve_controller,box_lift_rebalance,compound_contact_scarcity,heldout_object,0.660219,0.001412,0.613718,0.001671,0.124053,0.000835,0.112437,0.000523,0.603876,0.000770,0.588026,0.000873,0.232191,0.000526,0.106236,0.000620,0.095300,0.000598,0.065159,0.000465,0.121887,0.000475,0.146867,0.000504,0.133332,0.000423,80
recovery_reserve_controller,box_lift_rebalance,compound_contact_scarcity,heldout_payload,0.640155,0.001518,0.561766,0.001769,0.137878,0.000830,0.128461,0.000553,0.595753,0.000879,0.579340,0.000947,0.234954,0.000556,0.112736,0.000655,0.100444,0.000638,0.069028,0.000466,0.125300,0.000471,0.161448,0.000500,0.147352,0.000424,80
recovery_reserve_controller,box_lift_rebalance,contact_dropout,clean_deployment,0.699942,0.001443,0.714197,0.001858,0.112031,0.000761,0.080700,0.000516,0.617541,0.000929,0.604642,0.000932,0.226040,0.000516,0.073844,0.000594,0.075293,0.000680,0.058342,0.000437,0.114152,0.000424,0.117770,0.000474,0.105433,0.000407,80
recovery_reserve_controller,box_lift_rebalance,contact_dropout,combined_stress,0.663534,0.001338,0.618579,0.001634,0.135501,0.000827,0.107973,0.000470,0.600982,0.000919,0.587211,0.000864,0.232720,0.000505,0.090838,0.000622,0.087063,0.000658,0.066165,0.000427,0.122634,0.000400,0.144845,0.000467,0.131114,0.000403,80
recovery_reserve_controller,box_lift_rebalance,contact_dropout,heldout_layout,0.682561,0.001340,0.675055,0.001637,0.119623,0.000709,0.090883,0.000483,0.611484,0.000863,0.597641,0.000958,0.228792,0.000530,0.080338,0.000650,0.080509,0.000628,0.061731,0.000418,0.117407,0.000433,0.127596,0.000438,0.114820,0.000360,80
recovery_reserve_controller,box_lift_rebalance,contact_dropout,heldout_object,0.692061,0.001377,0.694628,0.001731,0.116263,0.000812,0.085985,0.000528,0.614527,0.000860,0.600640,0.000852,0.227513,0.000494,0.077707,0.000651,0.077763,0.000611,0.059851,0.000430,0.116503,0.000444,0.123034,0.000533,0.110449,0.000442,80
recovery_reserve_controller,box_lift_rebalance,contact_dropout,heldout_payload,0.676470,0.001352,0.646943,0.001497,0.130843,0.000708,0.101033,0.000458,0.606502,0.000910,0.593082,0.000828,0.231181,0.000474,0.085329,0.000620,0.083033,0.000613,0.064052,0.000476,0.120062,0.000429,0.137721,0.000451,0.124624,0.000372,80
recovery_reserve_controller,box_lift_rebalance,delayed_recovery_opportunity,clean_deployment,0.698014,0.001412,0.703528,0.001763,0.103584,0.000780,0.089259,0.000473,0.616416,0.000963,0.600515,0.000920,0.226720,0.000494,0.089962,0.000631,0.076840,0.000641,0.058843,0.000436,0.114892,0.000443,0.122389,0.000506,0.109958,0.000392,80
recovery_reserve_controller,box_lift_rebalance,delayed_recovery_opportunity,combined_stress,0.656988,0.001522,0.603772,0.001747,0.126004,0.000783,0.116986,0.000501,0.598624,0.000867,0.583766,0.000846,0.233796,0.000445,0.105706,0.000621,0.088509,0.000651,0.066969,0.000450,0.123844,0.000433,0.148802,0.000491,0.135227,0.000381,80
recovery_reserve_controller,box_lift_rebalance,delayed_recovery_opportunity,heldout_layout,0.680315,0.001398,0.664490,0.001655,0.110886,0.000696,0.099403,0.000510,0.609164,0.000932,0.594603,0.000876,0.229061,0.000508,0.095948,0.000625,0.081818,0.000629,0.062410,0.000393,0.118943,0.000422,0.131935,0.000455,0.119115,0.000383,80
recovery_reserve_controller,box_lift_rebalance,delayed_recovery_opportunity,heldout_object,0.687930,0.001373,0.681639,0.001666,0.107826,0.000768,0.094865,0.000505,0.612341,0.000879,0.598248,0.000862,0.228688,0.000524,0.093442,0.000654,0.079197,0.000625,0.060580,0.000404,0.116688,0.000401,0.127775,0.000459,0.115046,0.000389,80
recovery_reserve_controller,box_lift_rebalance,delayed_recovery_opportunity,heldout_payload,0.670961,0.001373,0.632438,0.001774,0.121806,0.000739,0.110414,0.000475,0.605324,0.000796,0.589237,0.000960,0.231196,0.000508,0.101314,0.000670,0.085480,0.000609,0.064964,0.000486,0.120720,0.000446,0.142620,0.000527,0.129429,0.000402,80
recovery_reserve_controller,box_lift_rebalance,low_friction_foot_contact,clean_deployment,0.729299,0.001242,0.804323,0.001494,0.086519,0.000655,0.060039,0.000489,0.633996,0.000862,0.623073,0.000889,0.219853,0.000450,0.037497,0.000604,0.070248,0.000601,0.050721,0.000471,0.106838,0.000430,0.088867,0.000452,0.078413,0.000356,80
recovery_reserve_controller,box_lift_rebalance,low_friction_foot_contact,combined_stress,0.692560,0.001403,0.708784,0.001669,0.109984,0.000760,0.087312,0.000487,0.617264,0.000875,0.606426,0.000919,0.226228,0.000502,0.053871,0.000610,0.082543,0.000638,0.058398,0.000452,0.114738,0.000437,0.116259,0.000484,0.103998,0.000399,80
recovery_reserve_controller,box_lift_rebalance,low_friction_foot_contact,heldout_layout,0.712987,0.001325,0.766235,0.001564,0.094266,0.000650,0.069977,0.000546,0.627273,0.000877,0.616479,0.000883,0.221888,0.000509,0.044738,0.000686,0.075702,0.000671,0.053786,0.000445,0.109825,0.000452,0.099103,0.000442,0.087897,0.000394,80
recovery_reserve_controller,box_lift_rebalance,low_friction_foot_contact,heldout_object,0.720811,0.001467,0.783911,0.001765,0.090606,0.000795,0.065165,0.000520,0.630004,0.000854,0.618458,0.000839,0.220915,0.000473,0.041607,0.000675,0.073106,0.000671,0.052552,0.000469,0.108789,0.000422,0.094223,0.000455,0.083459,0.000397,80
recovery_reserve_controller,box_lift_rebalance,low_friction_foot_contact,heldout_payload,0.707053,0.001363,0.738740,0.001443,0.103985,0.000780,0.080525,0.000490,0.621936,0.000850,0.611199,0.000918,0.224298,0.000527,0.049604,0.000607,0.078762,0.000621,0.056016,0.000465,0.112126,0.000432,0.109059,0.000474,0.097382,0.000406,80
recovery_reserve_controller,box_lift_rebalance,narrow_support_polygon,clean_deployment,0.721482,0.001371,0.777409,0.001665,0.091731,0.000760,0.069529,0.000521,0.628827,0.000899,0.617172,0.000857,0.221449,0.000515,0.050222,0.000615,0.067143,0.000677,0.053288,0.000453,0.109196,0.000481,0.098051,0.000459,0.086957,0.000415,80
recovery_reserve_controller,box_lift_rebalance,narrow_support_polygon,combined_stress,0.685859,0.001330,0.682945,0.001686,0.114456,0.000794,0.096373,0.000510,0.611613,0.000939,0.598563,0.000895,0.228594,0.000519,0.066837,0.000699,0.079325,0.000740,0.061197,0.000430,0.117702,0.000471,0.124796,0.000472,0.112182,0.000419,80
recovery_reserve_controller,box_lift_rebalance,narrow_support_polygon,heldout_layout,0.705624,0.001368,0.740182,0.001662,0.099178,0.000755,0.078719,0.000485,0.621111,0.000823,0.609813,0.000852,0.223969,0.000451,0.057087,0.000666,0.072233,0.000622,0.056642,0.000460,0.112522,0.000457,0.107936,0.000502,0.095940,0.000414,80
recovery_reserve_controller,box_lift_rebalance,narrow_support_polygon,heldout_object,0.713135,0.001361,0.757430,0.001621,0.095518,0.000653,0.074200,0.000535,0.623430,0.000922,0.612942,0.000872,0.223511,0.000523,0.053705,0.000657,0.069987,0.000717,0.055055,0.000425,0.111406,0.000445,0.102917,0.000462,0.091562,0.000347,80
recovery_reserve_controller,box_lift_rebalance,narrow_support_polygon,heldout_payload,0.699229,0.001387,0.711200,0.001605,0.109047,0.000694,0.090286,0.000509,0.615994,0.000890,0.603661,0.000845,0.225998,0.000541,0.061453,0.000661,0.076394,0.000675,0.058985,0.000432,0.114594,0.000447,0.118221,0.000431,0.105941,0.000350,80
recovery_reserve_controller,box_lift_rebalance,nominal_contacts,clean_deployment,0.747978,0.001373,0.846580,0.001742,0.080704,0.000790,0.052387,0.000494,0.640526,0.000820,0.631439,0.000888,0.215777,0.000479,0.025931,0.000584,0.052928,0.000622,0.047104,0.000428,0.102566,0.000468,0.078122,0.000471,0.068093,0.000442,80
recovery_reserve_controller,box_lift_rebalance,nominal_contacts,combined_stress,0.713674,0.001290,0.753797,0.001628,0.103279,0.000794,0.079559,0.000521,0.624021,0.000828,0.612907,0.000864,0.223096,0.000520,0.041796,0.000718,0.064461,0.000616,0.055096,0.000441,0.111038,0.000488,0.104823,0.000482,0.093174,0.000387,80
recovery_reserve_controller,box_lift_rebalance,nominal_contacts,heldout_layout,0.732641,0.001433,0.809451,0.001631,0.088756,0.000756,0.061799,0.000525,0.634014,0.000876,0.623493,0.000916,0.218672,0.000528,0.032667,0.000634,0.057382,0.000669,0.050576,0.000439,0.106228,0.000417,0.087967,0.000525,0.077286,0.000440,80
recovery_reserve_controller,box_lift_rebalance,nominal_contacts,heldout_object,0.739519,0.001459,0.825970,0.001743,0.085096,0.000816,0.057405,0.000497,0.636533,0.000909,0.626668,0.000876,0.217730,0.000501,0.029536,0.000613,0.055537,0.000657,0.049211,0.000412,0.104604,0.000391,0.083484,0.000459,0.073095,0.000411,80
recovery_reserve_controller,box_lift_rebalance,nominal_contacts,heldout_payload,0.725929,0.001353,0.780796,0.001603,0.099221,0.000806,0.072582,0.000569,0.628301,0.000917,0.618673,0.000843,0.220591,0.000517,0.036537,0.000592,0.061306,0.000570,0.052733,0.000424,0.108658,0.000439,0.098162,0.000498,0.086997,0.000427,80
recovery_reserve_controller,box_lift_rebalance,one_hand_occupied,clean_deployment,0.729606,0.001436,0.796407,0.001629,0.090838,0.000770,0.063384,0.000538,0.631422,0.000877,0.619551,0.000906,0.219912,0.000522,0.044064,0.000633,0.061812,0.000635,0.052054,0.000420,0.107818,0.000482,0.092888,0.000447,0.081905,0.000402,80
recovery_reserve_controller,box_lift_rebalance,one_hand_occupied,combined_stress,0.696009,0.001542,0.704850,0.001832,0.112808,0.000705,0.090493,0.000528,0.613506,0.000994,0.602721,0.000913,0.227252,0.000522,0.059683,0.000564,0.073843,0.000617,0.059975,0.000416,0.116184,0.000453,0.118852,0.000437,0.106750,0.000351,80
recovery_reserve_controller,box_lift_rebalance,one_hand_occupied,heldout_layout,0.714961,0.001399,0.760602,0.001617,0.097990,0.000763,0.073089,0.000485,0.624195,0.000909,0.612517,0.000841,0.223108,0.000509,0.050050,0.000575,0.066277,0.000641,0.055371,0.000466,0.111637,0.000450,0.102115,0.000504,0.090730,0.000432,80
recovery_reserve_controller,box_lift_rebalance,one_hand_occupied,heldout_object,0.721835,0.001518,0.776844,0.001806,0.095230,0.000815,0.068370,0.000497,0.627380,0.000846,0.615325,0.000962,0.221874,0.000528,0.047294,0.000575,0.064656,0.000625,0.053631,0.000415,0.109575,0.000403,0.098159,0.000479,0.086765,0.000402,80
recovery_reserve_controller,box_lift_rebalance,one_hand_occupied,heldout_payload,0.709310,0.001243,0.734048,0.001523,0.108310,0.000727,0.083563,0.000514,0.620421,0.000968,0.608307,0.000868,0.225192,0.000472,0.054291,0.000695,0.069313,0.000672,0.057340,0.000429,0.113515,0.000429,0.112229,0.000412,0.100211,0.000374,80
recovery_reserve_controller,box_lift_rebalance,unexpected_push,clean_deployment,0.710005,0.001370,0.739755,0.001650,0.094565,0.000733,0.087404,0.000491,0.622386,0.000783,0.610035,0.000975,0.222967,0.000524,0.063628,0.000636,0.069604,0.000614,0.055640,0.000445,0.111554,0.000442,0.110794,0.000465,0.099002,0.000393,80
recovery_reserve_controller,box_lift_rebalance,unexpected_push,combined_stress,0.665357,0.001324,0.637118,0.001595,0.117290,0.000774,0.114233,0.000500,0.605540,0.000916,0.592565,0.000901,0.230312,0.000506,0.079243,0.000615,0.081148,0.000662,0.063209,0.000406,0.120184,0.000431,0.137026,0.000500,0.123877,0.000375,80
recovery_reserve_controller,box_lift_rebalance,unexpected_push,heldout_layout,0.689832,0.001372,0.697784,0.001857,0.102618,0.000867,0.096983,0.000549,0.615318,0.000924,0.602332,0.000968,0.226133,0.000494,0.069989,0.000588,0.073319,0.000636,0.059108,0.000474,0.115254,0.000458,0.120288,0.000525,0.108094,0.000485,80
recovery_reserve_controller,box_lift_rebalance,unexpected_push,heldout_object,0.698856,0.001349,0.716610,0.001404,0.098507,0.000697,0.092842,0.000502,0.618492,0.000833,0.605626,0.000936,0.225299,0.000515,0.067233,0.000634,0.071698,0.000686,0.057214,0.000462,0.114099,0.000439,0.115643,0.000436,0.103891,0.000400,80
recovery_reserve_controller,box_lift_rebalance,unexpected_push,heldout_payload,0.680996,0.001415,0.667285,0.001500,0.112632,0.000762,0.107984,0.000427,0.610788,0.000922,0.598036,0.000983,0.227987,0.000522,0.074484,0.000692,0.077467,0.000635,0.061454,0.000427,0.117192,0.000412,0.130749,0.000488,0.117934,0.000359,80
recovery_reserve_controller,door_open_step_through,compound_contact_scarcity,clean_deployment,0.698482,0.001471,0.670723,0.001667,0.115051,0.000742,0.105171,0.000539,0.604598,0.000929,0.591383,0.000938,0.230045,0.000484,0.097575,0.000633,0.090000,0.000621,0.062642,0.000431,0.118383,0.000436,0.137082,0.000497,0.124326,0.000412,80
recovery_reserve_controller,door_open_step_through,compound_contact_scarcity,combined_stress,0.648174,0.001386,0.562910,0.001707,0.137663,0.000628,0.132634,0.000497,0.588407,0.000887,0.575389,0.000879,0.236324,0.000507,0.113091,0.000604,0.100502,0.000591,0.070818,0.000410,0.126334,0.000431,0.163758,0.000417,0.149366,0.000339,80
recovery_reserve_controller,door_open_step_through,compound_contact_scarcity,heldout_layout,0.676178,0.001504,0.627458,0.001939,0.122687,0.000775,0.114824,0.000534,0.598201,0.000904,0.585041,0.000988,0.232378,0.000512,0.104412,0.000629,0.093874,0.000595,0.065715,0.000450,0.121518,0.000440,0.147005,0.000482,0.133375,0.000401,80
recovery_reserve_controller,door_open_step_through,compound_contact_scarcity,heldout_object,0.686198,0.001339,0.646586,0.001572,0.119080,0.000748,0.111030,0.000476,0.601086,0.000873,0.587711,0.000848,0.231469,0.000522,0.100984,0.000649,0.092061,0.000624,0.064558,0.000447,0.120199,0.000443,0.142569,0.000443,0.129422,0.000380,80
recovery_reserve_controller,door_open_step_through,compound_contact_scarcity,heldout_payload,0.666525,0.001426,0.596413,0.001566,0.132908,0.000704,0.125383,0.000470,0.593327,0.000842,0.579509,0.000902,0.234363,0.000511,0.108035,0.000686,0.097629,0.000561,0.067694,0.000412,0.123833,0.000444,0.156876,0.000433,0.142810,0.000356,80
recovery_reserve_controller,door_open_step_through,contact_dropout,clean_deployment,0.726558,0.001387,0.747587,0.001512,0.107201,0.000683,0.079007,0.000498,0.616498,0.000881,0.604457,0.000887,0.225458,0.000509,0.069890,0.000574,0.072991,0.000587,0.057555,0.000404,0.113060,0.000510,0.113851,0.000410,0.101824,0.000313,80
recovery_reserve_controller,door_open_step_through,contact_dropout,combined_stress,0.689746,0.001332,0.654216,0.001655,0.129363,0.000733,0.104737,0.000460,0.599087,0.000887,0.587578,0.000856,0.232140,0.000511,0.085656,0.000585,0.084207,0.000621,0.065501,0.000380,0.121208,0.000406,0.139768,0.000481,0.126092,0.000392,80
recovery_reserve_controller,door_open_step_through,contact_dropout,heldout_layout,0.708880,0.001438,0.708990,0.001737,0.114537,0.000740,0.088258,0.000530,0.609285,0.000912,0.597784,0.000902,0.228388,0.000497,0.076227,0.000675,0.077454,0.000660,0.061062,0.000482,0.116710,0.000458,0.123188,0.000494,0.110624,0.000405,80
recovery_reserve_controller,door_open_step_through,contact_dropout,heldout_object,0.717428,0.001440,0.726589,0.001669,0.111681,0.000730,0.083889,0.000477,0.612234,0.000915,0.600910,0.000883,0.227175,0.000513,0.073800,0.000655,0.075542,0.000603,0.059404,0.000393,0.114992,0.000449,0.119203,0.000494,0.106822,0.000424,80
recovery_reserve_controller,door_open_step_through,contact_dropout,heldout_payload,0.703106,0.001460,0.681851,0.001679,0.125659,0.000763,0.098842,0.000510,0.604418,0.000877,0.593962,0.000972,0.229514,0.000481,0.080600,0.000663,0.079734,0.000624,0.063094,0.000437,0.118223,0.000414,0.133370,0.000437,0.120371,0.000393,80
recovery_reserve_controller,door_open_step_through,delayed_recovery_opportunity,clean_deployment,0.723197,0.001486,0.734112,0.001543,0.099487,0.000793,0.088106,0.000535,0.613578,0.000905,0.600931,0.000826,0.226203,0.000561,0.085664,0.000669,0.075089,0.000604,0.058450,0.000441,0.114138,0.000427,0.119144,0.000505,0.106870,0.000417,80
recovery_reserve_controller,door_open_step_through,delayed_recovery_opportunity,combined_stress,0.682815,0.001257,0.635515,0.001420,0.121498,0.000820,0.115860,0.000450,0.596135,0.000822,0.584061,0.000883,0.233117,0.000501,0.101305,0.000665,0.086454,0.000648,0.066603,0.000435,0.122355,0.000441,0.145416,0.000460,0.131956,0.000395,80
recovery_reserve_controller,door_open_step_through,delayed_recovery_opportunity,heldout_layout,0.704874,0.001406,0.694608,0.001642,0.106823,0.000707,0.097756,0.000525,0.607013,0.000928,0.593329,0.000852,0.228740,0.000483,0.092251,0.000630,0.079064,0.000601,0.062041,0.000437,0.117519,0.000423,0.128693,0.000439,0.115846,0.000387,80
recovery_reserve_controller,door_open_step_through,delayed_recovery_opportunity,heldout_object,0.712912,0.001435,0.711957,0.001779,0.103066,0.000822,0.093989,0.000510,0.609061,0.000844,0.596791,0.000855,0.227637,0.000511,0.088823,0.000602,0.077401,0.000659,0.060487,0.000431,0.115726,0.000437,0.124529,0.000450,0.111815,0.000387,80
recovery_reserve_controller,door_open_step_through,delayed_recovery_opportunity,heldout_payload,0.696112,0.001255,0.664856,0.001422,0.117044,0.000736,0.108112,0.000493,0.602352,0.000850,0.589186,0.000897,0.231012,0.000508,0.096124,0.000651,0.082481,0.000651,0.064008,0.000453,0.120161,0.000414,0.138141,0.000470,0.125208,0.000396,80
recovery_reserve_controller,door_open_step_through,low_friction_foot_contact,clean_deployment,0.753612,0.001415,0.832173,0.001788,0.083056,0.000768,0.059193,0.000532,0.630334,0.000857,0.622113,0.000947,0.219342,0.000481,0.034716,0.000604,0.069007,0.000598,0.050440,0.000480,0.106014,0.000451,0.086689,0.000461,0.076080,0.000410,80
recovery_reserve_controller,door_open_step_through,low_friction_foot_contact,combined_stress,0.715918,0.001344,0.737851,0.001535,0.105068,0.000883,0.085698,0.000517,0.615277,0.000890,0.605354,0.000821,0.226081,0.000527,0.050357,0.000678,0.080997,0.000668,0.058374,0.000430,0.114249,0.000427,0.112831,0.000499,0.100687,0.000394,80
recovery_reserve_controller,door_open_step_through,low_friction_foot_contact,heldout_layout,0.737777,0.001432,0.795034,0.001761,0.090397,0.000767,0.068811,0.000528,0.624298,0.000980,0.614294,0.000940,0.221919,0.000513,0.041549,0.000651,0.073982,0.000608,0.053807,0.000472,0.109068,0.000481,0.096570,0.000478,0.085187,0.000412,80
recovery_reserve_controller,door_open_step_through,low_friction_foot_contact,heldout_object,0.746024,0.001253,0.813644,0.001437,0.086940,0.000743,0.064065,0.000490,0.627261,0.000912,0.617892,0.000834,0.220485,0.000459,0.038247,0.000624,0.071543,0.000606,0.052129,0.000464,0.107445,0.000451,0.091813,0.000438,0.080764,0.000387,80
recovery_reserve_controller,door_open_step_through,low_friction_foot_contact,heldout_payload,0.731110,0.001405,0.767725,0.001429,0.100173,0.000778,0.079295,0.000469,0.618726,0.000908,0.610194,0.000828,0.223785,0.000523,0.045294,0.000558,0.077248,0.000631,0.055161,0.000409,0.111305,0.000417,0.105937,0.000498,0.094320,0.000375,80
recovery_reserve_controller,door_open_step_through,narrow_support_polygon,clean_deployment,0.747044,0.001342,0.807151,0.001763,0.087589,0.000771,0.068308,0.000550,0.625643,0.000964,0.615238,0.000935,0.221463,0.000509,0.047437,0.000616,0.065309,0.000614,0.053054,0.000444,0.108545,0.000475,0.095357,0.000482,0.084170,0.000409,80
recovery_reserve_controller,door_open_step_through,narrow_support_polygon,combined_stress,0.710793,0.001525,0.713832,0.001783,0.109755,0.000780,0.094608,0.000554,0.608130,0.000889,0.598418,0.000821,0.228570,0.000501,0.062824,0.000703,0.077161,0.000638,0.060667,0.000422,0.116677,0.000447,0.121162,0.000516,0.108626,0.000434,80
recovery_reserve_controller,door_open_step_through,narrow_support_polygon,heldout_layout,0.730614,0.001429,0.770269,0.001573,0.094784,0.000699,0.077362,0.000503,0.618419,0.000958,0.608738,0.000831,0.224835,0.000505,0.053015,0.000583,0.070171,0.000661,0.056251,0.000468,0.111877,0.000436,0.104388,0.000493,0.092678,0.000362,80
recovery_reserve_controller,door_open_step_through,narrow_support_polygon,heldout_object,0.737723,0.001328,0.786493,0.001609,0.091928,0.000783,0.073119,0.000508,0.622196,0.000843,0.612128,0.000930,0.223626,0.000481,0.050588,0.000611,0.068358,0.000661,0.054768,0.000450,0.110546,0.000473,0.100192,0.000463,0.088965,0.000392,80
recovery_reserve_controller,door_open_step_through,narrow_support_polygon,heldout_payload,0.722111,0.001265,0.740214,0.001643,0.104700,0.000759,0.088246,0.000545,0.613193,0.000882,0.603216,0.000911,0.226660,0.000509,0.057393,0.000670,0.073064,0.000627,0.058147,0.000435,0.114009,0.000458,0.114405,0.000489,0.102196,0.000431,80
recovery_reserve_controller,door_open_step_through,nominal_contacts,clean_deployment,0.772153,0.001295,0.874407,0.001542,0.077154,0.000734,0.051384,0.000489,0.636964,0.000874,0.629580,0.000952,0.215490,0.000488,0.022606,0.000641,0.051386,0.000600,0.047132,0.000420,0.102135,0.000452,0.075644,0.000451,0.065552,0.000342,80
